name,gs_email,s2aid,s2npubs
Anusha Chowdhury,,39509142,3
Michael Weissbacher,@ccs.neu.edu,2405785,6
Lukas Dresel,,7215706,2
Xiaojun Xu,@apex.sjtu.edu.cn,3129527,299
Chang1 Liu,@eecs.berkeley.edu,1692867,1177
Qian Feng,@syr.edu,2146469,213
Le Song,@cc.gatech.edu,1779453,239
Dawn Song,@cs.berkeley.edu,143711382,103
Yang Ji,,1747536,169
Evan Downing,@gatech.edu,31978519,3
Weiren Wang,,2933275,11
Mattia Fazzini,@cc.gatech.edu,3028582,21
Alessandro Orso,@cc.gatech.edu,8172306,147
Martin Kucera,@tuwien.ac.at,32045924,41
Petar Tsankov,@inf.ethz.ch,2164812,17
Timon Gehr,@inf.ethz.ch,2959734,5
Marco Guarnieri,@inf.ethz.ch,14066540,17
Martin Vechev,@inf.ethz.ch,1736447,80
Niklas Grimm,,40175420,21
Joseph Lallemand,,30981065,5
Zhan Qin,@utsa.edu,3330305,27
Ting Yu,@ncsu.edu,1689202,644
Issa Khalil,@hbku.edu.qa,1783739,88
Rami Khalil,@ethz.ch,7223774,11
Arthur Gervais,@gervais.cc,39000631,14
Matthew Green,@cs.jhu.edu,38436509,114
Thang Hoang,@eecs.oregonstate.edu,3142083,53
Ceyhun D. Ozkaptan,@osu.edu,26974903,3
Attila A. Yavuz,@oregonstate.edu,40645384,22
Jorge Guajardo,,1721572,81
Tam Nguyen,,1997544,129
Jack Doerner,@virginia.edu,3446403,5
abhi shelat,,2208880,73
Daiping Liu,@udel.edu,2722186,11
Haining Wang,@udel.edu,1699802,295
Baojun Liu,,33762719,46
Samaneh Tajalizadehkhoob,@tudelft.nl,3426901,9
Tom Van Goethem,@cs.kuleuven.be,2768298,13
Maciej Korczyński,,2540125,40
Arman Noroozian,@tudelft.nl,3094001,11
Rainer Böhme,@uibk.ac.at,1748910,134
Tyler Moore,@utulsa.edu,2601768,183
Wouter Joosen,,1752104,523
Michel van Eeten,@tudelft.nl,9301670,48
Panagiotis Kintis,,3415925,7
Charles Lever,@gatech.edu,39822150,21
Yizheng Chen,@gatech.edu,3325283,29
Rosa Romero-Gómez,@gatech.edu,26989662,12
Nikolaos Pitropakis,@lsbu.ac.uk,2903336,8
Briland Hitaj,@di.uniroma1.it,1997436,3
Giuseppe Ateniese,@stevens.edu,1700850,97
Fernando Perez-Cruz,@sdsc.ethz.ch,1693990,111
Jian2 Liu,@aalto.fi,1678924,1294
Mika Juuti,,2464929,8
Yao Lu,@anu.edu.au,1803391,337
N. Asokan,@aalto.fi,1735412,158
Bernd Finkbeiner,@cs.uni-saarland.de,1719407,111
Christian Müller,,40028895,168
Helmut Seidl,@in.tum.de,1750380,264
Eugen Zalinescu,@in.tum.de,1759056,32
Miguel Ambrona,,3383674,9
Gilles Barthe,,1737231,229
Romain Gay,@di.ens.fr,2906122,19
Hoeteck Wee,@di.ens.fr,32122736,90
Shashank Agrawal,@visa.com,39233739,102
Melissa Chase,@microsoft.com,14043523,54
Maria Dubovitskaya,,1732175,17
Ethan Cecchetti,@cs.cornell.edu,37812412,5
Fan Zhang,@cs.cornell.edu,1726798,1486
Yan Ji,,1783838,181
Ahmed Kosba,@cs.umd.edu,2404928,25
Ari Juels,@cornell.edu,1687161,154
Arka Rai Choudhuri,,2181199,7
Abhishek Jain,@cs.jhu.edu,1753595,142
Gabriel Kaptchuk,@jhu.edu,3452395,6
Brent Carmer,,2390548,5
Alex J. Malozemoff,@galois.com,1720644,17
Mariana Raykova,@cs.columbia.edu,1702744,49
Ben Fisch,,34910126,7
Dhinakaran Vinayagamurthy,@uwaterloo.ca,2652991,14
Dan Boneh,@cs.stanford.edu,1752788,302
Sergey Gorbunov,@uwaterloo.ca,33439215,35
Shai Halevi,@alum.mit.edu,1808458,166
Tzipora Halevi,@nyu.edu,1719765,23
Victor Shoup,@cs.nyu.edu,1741494,114
Noah Stephens-Davidowitz,@cs.nyu.edu,1788681,22
Chaoshun Zuo,,3029699,9
Qingchuan Zhao,,40097032,109
Zhiqiang Lin,@utdallas.edu,34472423,168
Yi Chen,@iie.ac.cn,1684836,939
Wei You,@ruc.edu.cn,1761499,249
Yeonjoon Lee,@indiana.edu,2979147,10
Kai Chen,@iie.ac.cn,8336490,144
Wei Zou,,1726367,797
Tongxin Li,@pku.edu.cn,36040916,43
Mingming Zha,,4337333,5
Luyi Xing,@indiana.edu,3022476,13
Xiaolong Bai,@zju.edu.cn,8536237,30
Nan Zhang,@indiana.edu,1693436,846
Xinhui Han,,3336900,37
Yuval Yarom,@cs.adelaide.edu.au,2133826,98
Yuan Xiao,@osu.edu,7986482,98
Mengyuan Li,,2375328,51
Sanchuan Chen,@osu.edu,10414771,3
Yinqian Zhang,@cse.ohio-state.edu,39939156,24
Jia Chen,,3175807,958
Mihir Bellare,@eng.ucsd.edu,1703441,270
Joseph Jaeger,@eng.ucsd.edu,40505481,21
Julia Len,,38950355,2
Alexander Russell,@cse.uconn.edu,1703636,167
Qiang Tang,@njit.edu,10808021,21
Moti Yung,@cs.columbia.edu,1699719,479
Hong-Sheng Zhou,@vcu.edu,3578131,72
Wei Dai,@eng.ucsd.edu,1727493,803
Matthew Thomas,@verisign.com,1898170,108
Eric Osterweil,@verisign.com,2471594,37
Yulong Cao,,2861481,4
Jie You,,40048308,86
Thomas Vissers,@cs.kuleuven.be,9858207,13
Timothy Barron,@cs.stonybrook.edu,40233108,8
Zain Shamsi,@tamu.edu,38799346,3
Dmitry Kogan,@cs.stanford.edu,2824771,6
Nathan Manohar,,22066600,2
Joel Alwen,,2793898,38
Jeremiah Blocki,@purdue.edu,35785880,45
Ben Harsha,,40610655,5
Shay Gueron,@math.haifa.ac.il,1756901,117
Jie Huang,@cs.uni-saarland.de,1688105,616
Oliver Schranz,@cispa.saarland,1956037,6
Sven Bugiel,@cs.uni-saarland.de,2214494,37
Lingguang Lei,,2134411,8
Yi He,,1948282,349
Kun Sun,@gmu.edu,1761541,388
Jiwu Jing,,1757984,92
Yuewu Wang,,3352539,31
Qi Li,,29580875,302
Jian Weng,@jnu.edu.cn,1729395,212
Duc Cuong Nguyen,@uni-saarland.de,40655437,5
Dominik Wermke,,10660223,6
Charles Weir,@lancaster.ac.uk,39048620,26
Mohammad A. Islam,,1729559,86
Shaolei Ren,,1691652,121
Adam Wierman,@caltech.edu,1706859,159
Yi Han,@rutgers.edu,1756372,295
Sriharsha Etigowni,@rutgers.edu,3375595,7
Hua Liu,,1700415,383
Athina Petropulu,@rutgers.edu,1679058,241
Kyong-Tak Cho,@umich.edu,1914760,17
Yacin Nadji,@gatech.edu,2834380,22
Athanasios Kountouras,@gatech.edu,3453550,3
Fabian Monrose,@cs.unc.edu,1792232,107
Nikolaos Vasiloglou,@ismion.com,32426202,14
Jenna Cryan,,40016131,2
Shirin Nilizadeh,@cs.ucsb.edu,2267110,8
François Labrèche,,10375926,2
Alireza Sadighian,@polymtl.ca,24000497,1
José Fernandez,,6683839,49
Keith Bonawitz,@google.com,2039588,9
Vladimir Ivanov,,3395858,76
Ben Kreuter,,4908509,5
Antonio Marcedone,@cs.cornell.edu,2212030,9
H. Brendan McMahan,@google.com,2190183,49
Sarvar Patel,,34521172,42
Daniel Ramage,@cs.stanford.edu,1878835,34
Aaron Segal,,40627391,20
Karn Seth,@cornell.edu,34185195,13
Anupam Datta,@cmu.edu,33374965,234
Gihyuk Ko,@andrew.cmu.edu,34171852,3
Piotr Mardziel,@cmu.edu,3251561,24
Shayak Sen,,1774073,16
Fahad Shaon,@utdallas.edu,3398057,2
Murat Kantarcioglu,@utdallas.edu,1741044,280
Latifur Khan,@utdallas.edu,1685603,296
Peter Rindal,@oregonstate.edu,3433542,9
Kim Laine,,39763956,53
Naor Matania,,27040395,1
Benny Pinkas,@biu.ac.il,1689531,96
Hossein Siadati,@nyu.edu,3112894,13
Min Du,,1968460,222
Feifei Li,@cs.utah.edu,3245752,115
Guineng Zheng,,2615075,4
Vivek Srikumar,@cs.utah.edu,3052879,50
Leyla Bilge,@eurecom.fr,1684288,20
Yufei Han,@symantec.com,8361539,43
Matteo Dell’Amico,@linux.it,8267407,56
Mathy Vanhoef,@cs.kuleuven.be,1866157,12
Frank Piessens,@cs.kuleuven.be,1739936,286
Maliheh Shirvanian,@uab.edu,2538457,12
Yong Li,,1689181,1386
Sven Schäge,@rub.de,2674237,22
Syed Mahbub Hafiz,@indiana.edu,9563939,4
Ryan Henry,@indiana.edu,38805211,27
Yan Chen,@cs.duke.edu,40211793,19
Xi He,@cs.duke.edu,2950127,323
Cheryl Flynn,,24440615,7
Divesh Srivastava,@research.att.com,1704011,342
Mustafa Emre Acer,,39447323,5
Emily Stark,,12016397,11
Adrienne Porter Felt,@google.com,2838694,32
Radhika Bhargava,,3453215,2
Bhanu Dev,,40073324,8
Matt Braithwaite,,39690668,2
Ryan Sleevi,,26933016,2
Parisa Tabriz,,2230201,8
Kurt Thomas,@google.com,33411132,25
Jake Barrett,,38350169,15
Juri Ranieri,@epfl.ch,3027501,23
Luca Invernizzi,@google.com,1829941,39
Yarik Markov,,6439071,3
Oxana Comanescu,,3447508,2
Vijay Eranti,,2494273,3
Angelika Moscicki,,2950347,46
Dan Margolis,@binghamton.edu,5335709,19
Kee Sung Kim,,2304880,9
Minkyu Kim,,2500690,93
Dongsoo Lee,,2669596,73
Je Hong Park,@nsr.re.kr,2193234,35
Woo-Hwan Kim,,2062623,15
Raphael Bost,,39940567,10
Brice Minaud,,1817082,12
Olga Ohrimenko,,1697011,41
Luca Allodi,@tue.nl,2083034,26
Alexander Gamero-Garrido,@eng.ucsd.edu,3396942,2
Viet Tung Hoang,@cs.fsu.edu,39869181,33
Animesh Chhotaray,,9273722,4
Adib Nahiyan,@ufl.edu,3405521,8
Thomas Shrimpton,@ufl.edu,8644086,43
Domenic J. Forte,@ece.ufl.edu,2925373,96
Mark Tehranipoor,@ece.ufl.edu,1741893,211
Gottfried Herold,,40419297,12
Max Hoffmann,,32299356,6
Michael Klooß,,26998165,1
Carla Ràfols,@upf.edu,1740872,28
Andy Rupp,@kit.edu,35135100,40
Rafael del Pino,,22709779,3
Vadim Lyubashevsky,@zurich.ibm.com,2538633,46
Gregory Neven,@zurich.ibm.com,1788020,80
Gregor Seiler,,33308902,10
Vasilios Mavroudis,@cs.ucl.ac.uk,3039546,6
Andrea Cerulli,@ucl.ac.uk,40036643,6
Petr Svenda,@fi.muni.cz,1804733,38
Dan Cvrcek,,1706925,27
Dusan Klinec,@mail.muni.cz,2720291,5
George Danezis,@ucl.ac.uk,1722262,149
Muhammad Yasin,@nyu.edu,1852063,124
Abhrajit Sengupta,@nyu.edu,32173503,7
Mohammed Thari Nabeel,,26939526,3
Mohammed Ashraf,,11864529,40
Jeyavijayan Rajendran,@tamu.edu,1977116,65
Ozgur Sinanoglu,@nyu.edu,1732778,170
Matus Nemec,@mail.muni.cz,27746441,7
Marek Sys,,2456438,9
Vashek Matyas,@fi.muni.cz,1805863,63
Sebastian Berndt,@tcs.uni-luebeck.de,14007835,9
Maciej Liskiewicz,,1717520,70
Shahin Tajik,@tu-berlin.de,2864704,21
Heiko Lohrke,,3371903,7
Jean-Pierre Seifert,@sec.t-labs.tu-berlin.de,4885298,176
Christian Boit,@tu-berlin.de,1681989,53
Dennis Andriesse,@few.vu.nl,2480507,15
Manolis Stamatogiannakis,@vu.nl,1881042,8
Xi Chen,,1683647,1745
David Korczynski,@cs.ox.ac.uk,9918399,3
Sebastian Lekies,,2185466,16
Krzysztof Kotowicz,,39764847,3
Samuel Groß,,35850512,16
Eduardo Vela,@google.com,5168389,79
Martin Johns,@sap.com,1935526,78
Huasong Shan,@lsu.edu,7938294,3
Ada Lerner,@wellesley.edu,36417289,3
Giancarlo Pellegrino,@cispa.saarland,35030227,24
Simon Koch,,35198615,8
Cas Cremers,@cs.ox.ac.uk,39631165,65
Marko Horvat,,1928621,41
Jonathan Hoyland,,35272108,2
Sam Scott,@live.rhul.ac.uk,31892832,20
Thyla van der Merwe,,3447500,5
Benjamin Beurdouche,@ens.fr,2443895,5
José Bacelar Almeida,@di.uminho.pt,1937142,63
Manuel Barbosa,@dcc.fc.up.pt,1722312,63
Arthur Blot,,3387178,5
Benjamin Grégoire,,1959667,76
Vincent Laporte,,3085897,59
Tiago Oliveira,@inesctec.pt,1736719,137
Hugo Pacheco,@inesctec.pt,1752330,175
David Derler,@iaik.tugraz.at,3151466,28
Claudio Orlandi,@cs.au.dk,34593606,54
Sebastian Ramacher,@iaik.tugraz.at,8206995,7
Christian Rechberger,@groestl.info,2747546,95
Daniel Slamanig,@ait.ac.at,2773945,75
Greg Zaverucha,,1774608,27
Peter Pessl,@iaik.tugraz.at,3241376,8
Leon Groot Bruinderink,@tue.nl,3364677,6
Thomas Espitau,@lip6.fr,2133038,15
Pierre-Alain Fouque,@ens.fr,1740168,203
Benoït Gérard,@isir.upmc.fr,2417391,31
Mehdi Tibouchi,@normalesup.org,1678628,65
Owen Arden,@ucsc.edu,2208884,15
Lucas Waye,@tivo.com,2635891,12
Pablo Buiras,@seas.harvard.edu,1985762,19
Alejandro Russo,@chalmers.se,1761830,60
Stephen Chong,@seas.harvard.edu,34674218,93
Wenhao1 Wang,@utdallas.edu,6152731,68
Xiaoyang Xu,,3044625,80
Kevin Hamlen,,3071249,83
Gunnar Hartung,,32434924,10
Matthias Nagel,,40330664,7
Jun Pang,@uni.lu,1739527,242
Yang Zhang,@uni-saarland.de,1698138,1472
Simon Oya,@gts.uvigo.es,35441897,9
Fernando Pérez-González,@gts.uvigo.es,1684979,207
Ming-Hsien Tsai,@iis.sinica.edu.tw,2045309,78
Bow-Yaw Wang,,35194343,85
Bo-Yin Yang,@moscito.org,1739175,94
Vitor Pereira,@inesctec.pt,3336582,32
Katherine Q. Ye,@cs.cmu.edu,11019105,2
Naphat Sanguansin,,24010074,1
Lennart Beringer,,2722085,46
Adam Petcher,,2059700,7
Rebekah Overdorf,@drexel.edu,1857191,9
Marc Juarez,@kuleuven.be,36654005,1
Gunes Acar,@princeton.edu,3307413,11
Rachel Greenstadt,@cs.drexel.edu,1754991,82
Claudia Diaz,@esat.kuleuven.be,3091712,91
Milad Nasr,@cs.umass.edu,3490923,4
Hadi Zolfaghari,@artorg.unibe.ch,34751507,3
Amir Houmansadr,@cs.umass.edu,1972973,56
Arya Mazumdar,@mit.edu,2923112,82
Ye Ji,,39733059,63
Andrew J. Blumberg,@math.utexas.edu,34989246,53
Thomas Wies,@cs.nyu.edu,2237524,72
Scott Ames,,39203989,28
Carmit Hazay,@biu.ac.il,3228981,54
Yuval Ishai,@cs.technion.ac.il,1688856,172
Muthuramakrishnan Venkitasubramaniam,@cs.rochester.edu,3297014,40
Elette Boyle,@mit.edu,31949440,33
Geoffroy Couteau,@ens.fr,3221424,11
Niv Gilboa,@bgu.ac.il,21047852,51
Michele Orru,,40535555,8
Jake Corina,,15737370,3
Shuang Hao,@utdallas.edu,2710468,79
Peiyuan Zong,@iie.ac.cn,9957254,3
Pan Bian,,3400196,4
Bin Liang,,36786892,311
Jason Zhao,@ucsd.edu,1739023,23
Ruian Duan,,3194663,8
Ashish Bijlani,@gatech.edu,2237275,4
Erik Derr,@cs.uni-saarland.de,3409894,7
Shijie Jia,@iie.ac.cn,1851521,38
Luning Xia,,2519139,18
Bo Chen,@mtu.edu,32246333,982
Jian Huang,@gatech.edu,36937479,429
Jun Xu,@psu.edu,1688881,1019
Xinyu Xing,@ist.psu.edu,1680554,65
Grant Hernandez,@ufl.edu,7820558,5
Farhaan Fowze,@ufl.edu,3433592,4
Dave Tian,@ufl.edu,27917663,6
Tuba Yavuz,@ece.ufl.edu,34885053,10
Kevin Butler,@ufl.edu,1784947,66
Nico Döttling,@cs.fau.de,2990124,31
Satrajit Ghosh,@cs.au.dk,2561310,29
Tobias Nilges,,3205358,21
Ellis Fenske,,17074331,2
Shweta Agrawal,@iitm.ac.in,40540677,51
Sanjay Bhattacherjee,@ens-lyon.fr,2035856,8
Duong Hieu Phan,@ens.fr,1680071,52
Damien Stehle,@ens-lyon.fr,1803138,89
Shota Yamada,@aist.go.jp,1689211,86
Marcel Böhme,@nus.edu.sg,34775038,21
Van-Thuan Pham,@comp.nus.edu.sg,2123149,6
Manh-Dung Nguyen,@cea.fr,26944338,2
Abhik Roychoudhury,@comp.nus.edu.sg,1789700,202
HyungSeok Han,@kaist.ac.kr,27086859,2
Sang Kil Cha,@kaist.ac.kr,3695676,14
Shen Liu,,1725917,137
Gang Tan,@cse.psu.edu,1719733,152
Yuseok Jeon,@purdue.edu,1843219,4
Priyam Biswas,@purdue.edu,10576707,3
Scott Carr,@purdue.edu,2925856,11
Sam Silvestro,,39413307,5
Hongyu Liu,@my.utsa.edu,2817973,299
Corey Crosser,,26427034,2
Tommaso Frassetto,@trust.tu-darmstadt.de,8263449,5
Wenhao2 Wang,@iie.ac.cn,6152731,68
Guoxing Chen,@cse.ohio-state.edu,2932786,44
Haixu Tang,@indiana.edu,40145425,150
Carl A. Gunter,@illinois.edu,1785347,204
Pramod Subramanyan,@berkeley.edu,3170313,22
Rohit Sinha,@eecs.berkeley.edu,40436310,26
Ilia Lebedev,@csail.mit.edu,3087734,16
Sanjit Seshia,@eecs.berkeley.edu,1775517,267
Kaiwen Zhang,@cs.tum.edu,2324843,40
Mohammad Sadoghi,@cs.toronto.edu,1719119,62
Vinod Muthusamy,@us.ibm.com,2684392,145
Jörg Thalheim,,3407310,4
Antonio Rodrigues,@cmu.edu,38278812,36
Istemi Ekin Akkus,@mpi-sws.org,2282441,15
Lei Jiao,@cs.uoregon.edu,39458536,103
David R. Matos,@tecnico.ulisboa.pt,39073765,6
Miguel Pardal,@tecnico.ulisboa.pt,38279896,18
Alexander Frömmgen,@dvs.tu-darmstadt.de,2122613,19
Amr Rizk,@kom.tu-darmstadt.de,2869441,51
Tobias Erbshäußer,,30517528,1
Max Weller,,30440290,1
Boris Koldehofe,@kom.tu-darmstadt.de,1807668,82
Ralf Steinmetz,@kom.tu-darmstadt.de,1725298,681
Josep Sampé,@urv.cat,39637073,6
Pedro Garcı́a-López,,1695568,121
Gerard París,,34976581,17
Jeremy Andrus,@cs.columbia.edu,40409510,11
Naser AlDuaij,@cs.columbia.edu,2715408,3
Ruben Mayer,@ipvs.uni-stuttgart.de,39509913,18
Ahmad Slo,,26404336,1
Muhammad Adnan Tariq,@nu.edu.pk,2572995,45
Kurt Rothermel,@ipvs.uni-stuttgart.de,1700118,326
Manuel Gräber,,2931665,205
Umakishore Ramachandran,@cc.gatech.edu,1751741,150
Vicent Sanz Marco,,17311929,4
Barry Porter,@lancaster.ac.uk,1719750,55
Joel Alcantara,,1689461,39
Tiago Oliveira,,1736719,137
Alysson Bessani,@di.fc.ul.pt,1707743,114
Rodrigo Bruno,@gsd.inesc-id.pt,9107538,14
Paulo Ferreira,@inesc-id.pt,1689747,314
Sonia Ben Mokhtar,@liris.cnrs.fr,2623828,71
Antoine Boutet,@insa-lyon.fr,2498594,28
Marcelo Pasin,@unine.ch,1970140,43
Rafael Pires,@unine.ch,14211471,8
Valerio Schiavoni,@unine.ch,2106027,33
Rayman Preet Singh,@uwaterloo.ca,18612874,14
Douglas B. Terry,@acm.org,1680763,70
Heng Zhang,@purdue.edu,34670783,4
Nawanol Theera-Ampornpunt,,1404348054,14
He Wang,@purdue.edu,103566110,1246
Rajesh Panta,@research.att.com,2024821,10
Ashraf Mahgoub,,39145389,5
Paul Wood,@purdue.edu,35668056,56
Sachandhan Ganesh,@purdue.edu,33785423,4
Subrata Mitra,@adobe.com,34054120,54
Wolfgang Gerlach,@mcs.anl.gov,34742961,21
Travis Harrison,@anl.gov,2565819,26
Folker Meyer,@anl.gov,30506753,173
Ananth Grama,,1732163,202
Somali Chaterji,@purdue.edu,2228303,29
Debadatta Mishra,@cse.iitb.ac.in,2484837,10
Prashanth,,9516817,13
Purushottam Kulkarni,@cse.iitb.ac.in,1749860,68
Arpan Gujarati,@mpi-sws.org,2673657,13
Björn B. Brandenburg,@mpi-sws.org,2110867,80
Jeff Rasley,@cs.brown.edu,3299496,7
Feng Yan,,38768999,51
Olatunji Ruwase,@microsoft.com,2537545,18
Rodrigo Fonseca,@cs.brown.edu,9430958,95
Thorsten Kurth,@lbl.gov,40380763,17
Jian Zhang,@stanford.edu,1679327,1809
Evan Racah,@umontreal.ca,3159503,13
Ioannis Mitliagkas,@iro.umontreal.ca,3168518,23
Md Mostofa Patwary,@intel.com,8176660,44
Tareq Malas,@intel.com,39016464,11
Wahid Bhimji,,2154054,365
Mikhail E. Smorkalov,,23989913,1
Jack Deslippe,@lbl.gov,2846805,37
Mikhail Shiryaev,,24013958,2
Srinivas Sridharan,,3433231,12
Mr Prabhat,,1764912,76
Hamid Krim,@ncsu.edu,1769928,189
Siyang Li,,6891291,31
Chunhua Liao,,7604095,44
Pei-Hung Lin,@llnl.gov,1905021,20
Joshua Asplund,,39557429,14
Markus Schordan,@llnl.gov,1736921,51
Ian Karlin,@colorado.edu,33950551,31
Geoffroy R. Vallee,@ornl.gov,34657090,3
Seung-Hwan Lim,@ornl.gov,8600116,35
Ali R. Butt,@cs.vt.edu,3287952,111
Guanpeng Li,@ece.ubc.ca,39586948,15
Michael B. Sullivan,@utexas.edu,3887079,142
Yingjin Qian,,2490811,4
Xi Li,,6916241,546
Shuichi Ihara,,28295813,1
Lingfang Zeng,,3348637,130
Jürgen Kaiser,@uni-mainz.de,39664211,44
Tim Süß,,1783053,34
Tzuhsien Wu,,3434099,4
Jerry Chou,@cs.nthu.edu.tw,31959777,17
Hao Shyng,,28330127,1
Amir Gholami,,10419477,19
Andreas Mang,@math.uh.edu,3144543,49
Klaudius Scheufele,@ipvs.uni-stuttgart.de,8453654,6
Christos Davatzikos,@rad.upenn.edu,1740714,431
Miriam Mehl,@ipvs.uni-stuttgart.de,10837693,45
Yifan Gong,@e.ntu.edu.sg,1777280,180
Bingsheng He,@comp.nus.edu.sg,39061773,257
Kazem Cheshmi,@rutgers.edu,2797215,6
Michelle Mills Strout,@cs.arizona.edu,1709408,81
Elliott Slaughter,,2799608,13
Wonchan Lee,@uiowa.edu,2408735,20
Sean Treichler,@cs.stanford.edu,2402978,17
Wen Zhang,,2151884,714
Michael Bauer,,1756761,624
Galen Shipman,@lanl.gov,3057817,46
Brian Friesen,,2681426,31
Brian Austin,,1913660,207
Zachary Slepian,,23873862,2
Deborah Bard,,39875293,5
Daniel Eisenstein,,5947136,169
Marcelo Carneiro do Amaral,@ac.upc.edu,2585046,30
Jordà Polo,@ac.upc.edu,40522552,3
David Carrera,@ac.upc.edu,1727718,134
Carsten Uphoff,,40264915,5
Sebastian Rettenberger,,3229181,9
Michael Bader,,1986369,558
Stephanie Wollherr,@geophysik.uni-muenchen.de,28369476,1
Thomas Ulrich,,2494688,56
Elizabeth H. Madden,@LMU.de,3094506,3
Alice-Agnes Gabriel,@geophysik.uni-muenchen.de,36112831,8
Vinay Vasista,,2032633,5
Kumudha Narasimhan,,28311535,1
Siddharth Bhat,@research.iiit.ac.in,9355467,4
Uday Bondhugula,@csa.iisc.ernet.in,1751936,50
Ryan Chard,@anl.gov,36319017,19
Kyle Chard,@uchicago.edu,3091414,83
Heather Quinn,@lanl.gov,32735756,17
Israel Koren,@ecs.umass.edu,1693299,246
Michael LeBeane,@utexas.edu,1784637,12
Brad Benton,,40379015,15
Mauricio Breternitz,@iscte.pt,1768054,40
Steven K. Reinhardt,,1783873,102
Xu Ji,,1727038,126
Chao Wang,@ornl.gov,1722340,1545
Nosayba El-Sayed,@mit.edu,40127965,13
Xiaosong Ma,,35790236,121
Weifeng Liu,@ntnu.no,40474862,54
Mads Ruben Burgdorff Kristensen,@nbi.dk,1886041,14
Brian Vinter,,1750748,90
Andres Marquez,,39871593,44
Marc S. Orr,@cs.wisc.edu,34745826,7
Shuai Che,@virginia.edu,11372918,37
Bradford M. Beckmann,,2825991,31
Giorgis Georgakoudis,@qub.ac.uk,2825891,14
Sihuan Li,,3450082,4
Hongbo Li,@ucr.edu,30299336,397
Yuanlai Liu,,28300153,1
Bao Nguyen,,2359472,101
Hua Tan,@wsu.edu,36812091,108
Xuechen Zhang,@wsu.edu,2869098,40
Gwangsun Kim,@arm.com,2649892,17
Kevin Hsieh,@cmu.edu,33828705,34
Aniruddha Marathe,@llnl.gov,36210022,22
Rushil Anirudh,@llnl.gov,2860488,24
Jayaraman Thiagarajan,@asu.edu,1744175,84
Bhavya Kailkhura,@syr.edu,1749353,33
Jae-Seung Yeom,@vt.edu,37698592,23
Reid Priedhorsky,@umn.edu,1733803,34
Tim Randles,@lanl.gov,28330125,1
Danilo Carastan-Santos,,1765867,3
Raphael Y. de Camargo,@ufabc.edu.br,2699080,35
Adolfy Hoisie,,1753153,91
Thomas Häner,@phys.ethz.ch,3393711,7
Damian S. Steiger,@itp.phys.ethz.ch,3393324,6
Kathleen Shoga,,19265505,2
Peer-Timo Bremer,@llnl.gov,1718183,153
Bernd Hamann,@cs.ucdavis.edu,1748473,429
Cyrus Proctor,,3573218,8
Patrick Storm,,39794285,1
Matthew R. Hanlon,,2967845,18
Nathaniel Mendoza,,2996946,4
Raymond C. Clay III,@sandia.gov,30761222,10
Tirthak Patel,@husky.neu.edu,28293642,2
Mohammed Sourouri,@ntnu.no,2423262,9
Espen Birger Raknes,@akerbp.com,28314245,1
Nico Reissmann,@idi.ntnu.no,34925482,4
Johannes Langguth,@simula.no,2006766,25
Robert Schöne,@tu-dresden.de,11468115,43
Per Gunnar Kjeldsberg,@ntnu.no,1713062,40
Vladimir A. Mironov,@lcc.chem.msu.ru,1879231,131
Alexander Moskovsky,,3246206,12
Kristopher Keipert,@iastate.edu,3095566,6
Michael D'Mello,,4694106,6
Mark Gordon,,35112573,303
Yuri Alexeev,@alcf.anl.gov,2143727,26
Yan Li,@ucsc.edu,1698571,2773
Kenneth Chang,,3102417,64
Oceane Bel,@ucsc.edu,2462506,6
Ethan L. Miller,@ucsc.edu,35551113,173
Darrell D. E. Long,@ucsc.edu,1740823,302
Ross Miller,,15669188,42
Christopher Zimmer,,2689136,30
Feiyi Wang,@ornl.gov,1706743,61
Raghul Gunasekaran,@ornl.gov,9441826,19
Deryl Steinert,,39774655,2
Shigeru Iwase,@ccs.tsukuba.ac.jp,34007461,12
Yasunori Futamura,@cs.tsukuba.ac.jp,1846210,8
Akira Imakura,,2562770,15
Tetsuya Sakurai,@cs.tsukuba.ac.jp,34330490,145
Tomoya Ono,,6120570,25
Konstantin Taranov,,26434660,1
Louis Howell,,1958455,19
Matthew Leininger,,3062202,10
Zhou Tong,@cs.fsu.edu,34737976,63
Jordi Wolfson-Pou,,3419933,3
Edmond Chow,@cc.gatech.edu,1978328,112
Sudheer Chunduri,@anl.gov,7928720,11
Kevin Harms,@alcf.anl.gov,34074103,108
Vitali Morozov,,34641509,26
Samuel Oshin,,14954431,2
Naveen Cherukuri,,2089110,9
Kalyan Kumaran,@alcf.anl.gov,39745936,23
Yunquan Zhang,@ict.ac.cn,2646526,84
Peng Guo,,3836055,538
Shan Huang,,1743257,226
James Levitt,,39902876,27
Severin Reiz,,4095509,78
Qingsong Wei,@dsi.a-star.edu.sg,3074547,59
Chundong Wang,@sutd.edu.sg,40695618,18
Cheng Chen,@dsi.a-star.edu.sg,1716895,677
Yechao Yang,,28297358,3
Jun2 Yang,@dsi.a-star.edu.sg,1724199,1448
Mingdi Xue,,2744287,12
Cris Cecka,@nvidia.com,3204841,11
Kyungjoo Kim,@sandia.gov,3284845,23
Timothy B. Costa,@intel.com,24372348,4
Mehmet Deveci,@sandia.gov,39632372,28
Andrew M. Bradley,,2984433,9
Simon D. Hammond,@sandia.gov,2616895,48
Murat E. Guney,,2150394,8
Sarah Knepper,,2234380,23
