name,gender,n_female,n_male
"Sidiropoulos, Anastasios",M,NA,NA
"Wang, Dingkang",NA,0,2
"Paturi, Ramamohan",M,0,4
"Tamaki, Suguru",M,0,4
"Yu, Huacheng",M,0,6
"Ganguly, Arnab",M,0,2
"Shah, Rahul",M,0,2
"Thankachan, Sharma V.",M,0,2
"Bodwin, Gregory",M,0,0
"Aspnes, James",M,0,4
"Eisenstat, David",M,0,4
"Gelashvili, Rati",M,0,4
"Rivest, Ronald L.",M,0,4
"Sharir, Micha",M,0,7
"Solomon, Noam",M,0,1
"Naor, Seffi",M,0,3
"Talmon, Ohad",M,0,3
"Clarkson, Kenneth",M,0,1
"Morr, Sebastian",M,0,0
"Bazzi, Abbas",M,0,3
"Fiorini, Samuel",M,0,3
"Huang, Sangxia",M,0,3
"Ramachandran, Akshay",M,0,1
"Schild, Aaron",M,0,1
"Nenadov, Rajko",M,0,1
"Bjelde, Antje",F,2,6
"Disser, Yann",M,3,5
"Hackfeld, Jan",M,3,5
"Hansknecht, Christoph",M,3,5
"Lipmann, Maarten",M,3,5
"Meissner, Julie",F,2,6
"Schewior, Kevin",M,3,5
"Schloter, Miriam",F,2,7
"Stougie, Leen",M,3,5
"Hubacek, Pavel",M,0,1
"Yogev, Eylon",M,1,2
"Gawrychowski, Pawel",M,0,1
"Kociumaka, Tomasz",M,0,1
"Verdiere, Eric Colin De",NA,0,1
"Parsa, Salman",M,NA,NA
"Quanrud, Kent",M,0,1
"Chatziafratis, Vaggos",M,0,1
"Charikar, Moses",M,0,4
"Aronov, Boris",M,0,2
"Miller, Edward",M,0,2
"Mulzer, Wolfgang",M,1,6
"Roditty, Liam",M,0,4
"Seiferth, Paul",M,0,4
"Meunier, Frederic",M,1,2
"Sarrabezolles, Pauline",F,0,3
"Stein, Yannik",M,1,2
"Heydrich, Sandy",F,0,5
"Wiese, Andreas",M,1,4
"Goswami, Mayank",M,0,8
"Pagh, Rasmus",M,0,6
"Silvestri, Francesco",M,0,3
"Sivertsen, Johan",M,0,3
"Arya, Sunil",M,0,2
"Fonseca, Guilherme D. Da",M,0,2
"Mount, David",M,0,2
"Kreutzer, Stephan",M,0,2
"Rabinovich, Roman",M,0,2
"Siebertz, Sebastian",M,0,2
"Molinaro, Marco",M,0,0
"Bell, Paul",M,0,2
"Hirvensalo, Mika",M,0,2
"Braverman, Mark",M,1,3
"Ko, Young Kun",M,0,3
"Weinstein, Omri",M,0,3
"Cibulka, Josef",M,0,1
"Kyncl, Jan",M,NA,NA
"Huang, Shang-En",M,0,3
"Huang, Dawei",M,0,3
"Kopelowitz, Tsvi",M,0,10
"Abboud, Amir",M,0,7
"Bodwin, Greg",M,0,2
"Chistikov, Dmitry",M,2,2
"Kiefer, Stefan",M,2,2
"Marusic, Ines",F,1,3
"Shirmohammadi, Mahsa",F,1,3
"Worrell, And James",M,2,2
"Skutella, Martin",M,1,0
"Ahle, Thomas Dybdahl",M,0,2
"Aumuller, Martin",M,0,2
"Frieze, Alan",M,0,1
"Johansson, Tony",M,0,1
"Chalermsook, Parinya",M,0,8
"Das, Syamantak",M,0,3
"Vaz, Daniel",M,0,3
"Cevallos, Alfonso",M,0,2
"Eisenbrand, Friedrich",M,0,2
"Manurangsi, Pasin",M,1,8
"Moshkovitz, Dana",F,0,3
"Kleinberg, Bobby",M,1,5
"Zadomighaddam, Morteza",M,1,2
"Georgiadis, Loukas",M,0,2
"Italiano, Giuseppe F.",M,2,6
"Cohen, Michael B.",M,0,11
"Wahlstrom, Magnus",M,0,0
"Assadi, Sepehr",M,0,2
"Khanna, Sanjeev",M,0,5
"Li, Yang",M,0,2
"Jelinek, Vit",NA,0,1
"Boczkowski, Lucas",M,0,2
"Korman, Amos",M,0,2
"Pia, Alberto Del",M,1,1
"Ferris, Michael",M,1,1
"Michini, Carla",F,0,2
"Agrawal, Akanksha",F,1,3
"Misra, Pranabendu",M,2,2
"Zehavi, Meirav",F,1,3
"Newman, Ilan",M,0,3
"Rabinovich, Yuri",M,0,3
"Rajendraprasad, Deepak",M,0,3
"Martinez, Eric",M,0,6
"Chalk, Cameron",M,0,6
"Schweller, Robert",M,0,6
"Wylie, Tim",M,0,6
"Demaine, Erik",M,0,6
"Demaine, Martin",M,0,6
"Vega, Luis",M,0,6
"Beame, Paul",M,0,1
"Kosowski, Adrian",M,0,1
"Viennot, Laurent",M,0,1
"Hansen, Thomas Dueholm",M,2,2
"Loitzenbauer, Veronika",F,1,3
"Chan, Siu On",M,0,2
"Kwok, Tsz Chiu",M,0,2
"Lau, Lap Chi",M,0,2
"Gharan, Shayan Oveis",M,0,4
"Rezaei, Alireza",M,0,1
"Feldman, Vitaly",M,0,2
"Guzman, Cristobal",M,0,2
"Sudan, Madhu",M,0,3
"Ravi, R",NA,NA,NA
"Talwar, Kunal",NA,NA,NA
"Umboh, Seeun",F,NA,NA
"Naumovitz, Timothy",M,0,2
"Saks, Michael",M,0,2
"Seshadhri, C.",M,0,2
"Yousefi, Arman",M,0,2
"Ostrovsky, Rafail",M,0,2
"Rabani, Yuval",M,0,2
"Christodoulou, George",M,1,0
"Sgouritsa, Alkmini",F,0,1
"Bender, Michael",M,0,4
"Fineman, Jeremy",M,0,4
"Gilbert, Seth",M,0,4
"Montes, Pablo",M,0,4
"Gopalan, Parikshit",M,NA,NA
"Hu, Guanda",NA,2,3
"Wang, Carol",F,NA,NA
"Afshani, Peyman",M,0,5
"Bender, Michael A.",M,0,5
"Farach-Colton, Martin",M,0,5
"Fineman, Jeremy T.",M,0,5
"Tsai, Meng-Tsung",M,0,5
"Kyng, Rasmus",M,0,6
"Pachocki, Jakub",M,0,8
"Peng, Richard",M,0,10
"Sachdeva, Sushant",M,0,4
"Sherman, Jonah",M,0,0
"Madan, Vivek",M,0,1
"Munro, Ian",M,0,2
"Navarro, Gonzalo",M,0,2
"Nekrich, Yakov",M,0,2
"Madry, Aleksander",M,0,4
"Sankowski, Piotr",M,0,6
"Steinke, Thomas",M,0,2
"Ullman, Jonathan",M,0,2
"Bruckner, Guido",M,0,1
"Rutter, Ignaz",M,0,1
"Bhakta, Prateek",M,1,2
"Cousins, Ben",M,1,2
"Fahrbach, Matthew",M,1,2
"Randall, Dana",F,0,3
"Anshu, Anurag",M,0,3
"Touchette, Dave",M,0,3
"Yao, Penghui",M,0,3
"Yu, Nengkun",M,0,3
"Angel, Omer",M,1,2
"Peres, Yuval",M,1,4
"Eldan, Ronen",M,0,2
"Shapira, Asaf",M,0,1
"Gishboliner, Lior",M,0,1
"Cai, Jin-Yi",M,0,1
"Fu, Zhiguo",M,0,1
"Babichenko, Yakov",M,0,1
"Shma, Amnon Ta",M,0,0
"Calude, Cristian",M,0,4
"Jain, Sanjay",M,0,4
"Khoussainov, Bakhadyr",M,0,4
"Stephan, Frank",M,0,4
"Liu, Jingcheng",M,0,4
"Chuzhoy, Julia",F,0,2
"Kim, David H. K.",M,1,1
"Nimavat, Rachit",M,1,1
"Young, Robert",M,0,1
"Hoza, William M.",M,0,1
"Umans, Chris",M,0,1
"Wulff-Nilsen, Christian",M,1,5
"Vempala, Santosh S.",M,0,1
"Raghavendra, Prasad",M,1,6
"Schramm, Tselil",F,0,6
"Nikolov, Aleksandar",M,0,3
"Chakrabarty, Deeparnab",M,0,3
"Coja-Oghlan, Amin",M,1,2
"Krzakala, Florent",M,1,2
"Perkins, Will",M,1,2
"Zdeborova, Lenka",F,0,3
"Zimand, Marius",M,0,0
"Dagan, Yuval",M,0,3
"Filmus, Yuval",M,0,3
"Gabizon, Ariel",M,0,3
"Ben-Aroya, Avraham",M,0,2
"Doron, Dean",M,0,2
"Ta-Shma, Amnon",M,0,2
"Blasiok, Jaroslaw",M,0,4
"Chestnut, Stephen R.",M,0,4
"Krauthgamer, Robert",M,0,4
"Oliveira, Igor C.",M,0,2
"Servedio, Rocco A.",M,NA,NA
"Nisan, Noam",M,1,9
"Cohen, Gil",M,0,0
"Kol, Gillat",F,0,2
"Raz, Ran",M,1,1
"Tal, Avishay",M,1,1
"Zhong, Peilin",M,0,2
"Khot, Subhash",M,0,2
"Minzer, Dor",M,0,2
"Safra, Muli",M,0,2
"Bavarian, Mohammad",M,0,2
"Vidick, Thomas",M,0,3
"Yuen, Henry",M,0,2
"Regev, Oded",M,0,3
"Stephens-Davidowitz, Noah",M,0,4
"Nguyen, Danny",M,0,1
"Pak, Igor",M,0,1
"Iwata, Satoru",M,0,1
"Kobayashi, Yusuke",M,0,1
"Eenberg, Kasper",M,0,2
"Kothari, Pravesh K.",M,NA,NA
"Olver, Neil",M,0,1
"V´Egh, L´Aszl´O A.",M,0,1
"Gurjar, Rohit",M,0,1
"Thierauf, Thomas",M,0,1
"Ji, Zhengfeng",M,0,0
"Arvind, V.",M,NA,NA
"Joglekar, Pushkar S",M,NA,NA
"Mukhopadhyay, Partha",M,NA,NA
"Raja, S.",NA,0,3
"Ambainis, Andris",M,0,1
"Kokainis, Martins",M,0,1
"Meunier, Pierre-Tienne",M,0,1
"Woods, Damien",M,0,1
"Saranurak, Thatchaphol",M,0,3
"Pandurangan, Gopal",M,0,2
"Robinson, Peter",M,0,2
"Scquizzato, Michele",M,0,2
"De, Anindya",M,NA,NA
"O'donnell, Ryan",NA,0,6
"Fan, Zhou",M,0,1
"Aaronson, Scott",M,0,3
"Bouland, Adam",M,0,7
"Kuperberg, Greg",M,0,3
"Mehraban, Saeed",M,0,3
"Chawla, Shuchi",F,1,4
"Devanur, Nikhil R.",M,2,3
"Holroyd, Alexander E.",M,2,3
"Karlin, Anna R.",F,1,4
"Martin, James",M,2,3
"Sivan, Balasubramanian",M,2,3
"Panolan, Fahad",M,0,3
"Sridharan, Ramanujan",M,0,3
"Straszak, Damian",M,0,2
"Vishnoi, Nisheeth K.",M,0,2
"Garg, Ankit",M,0,3
"Gurvits, Leonid",M,0,6
"Wigderson, Avi",M,0,5
"Dahlgaard, Sren",M,0,2
"Knudsen, Mathias Baek Tejs",M,0,4
"St¨Ockel, Morten",M,0,2
"Im, Sungjin",M,0,2
"Xie, Jinyu",M,0,2
"Kelner, Jonathan",M,0,6
"Peebles, John",M,0,8
"Rao, Anup B.",M,0,8
"Allen-Zhu, Naman Agarwal Zeyuan",M,0,4
"Bullins, Brian",M,0,4
"Cai, Yang",M,0,2
"Zhao, Mingfei",M,0,1
"Ball, Marshall",M,0,3
"Rosen, Alon",M,0,3
"Sabin, Manuel",M,0,3
"Vasudevan, Prashant Nalini",M,0,3
"Garg, Shashwat",M,0,3
"Nederlof, Jesper",M,0,3
"Vyas, Nikhil",M,0,3
"Natarajan, Anand",M,0,1
"Anari, Nima",M,0,3
"Kabanets, Valentine",M,0,2
"Lu, Zhenjian",M,0,2
"Kuhn, Fabian",M,1,2
"Maus, Yannic",M,0,2
"Artmann, Stephan",M,0,2
"Garg, Jugal",M,1,2
"Mehta, Ruta",F,0,3
"Vazirani, Vijay V.",M,1,2
"Yazdanbod, Sadra",M,1,2
"Ganesh, Arun",M,0,3
"Feldman, Michal",M,1,4
"Talgam-Cohen, Inbal",F,0,2
"Sun, He",NA,0,1
"Pitassi, Toniann",F,NA,NA
"Robere, Robert",M,1,2
"Banafati, Soheil Ehsani",M,1,4
"Kleinberg, Robert",M,1,4
"Karczmarz, Adam",M,0,3
"Lacki, Jakub",M,0,3
"Chang, Yi-Jun",M,0,4
"Zhan, Wei",M,0,4
"Risteski, Andrej",M,0,3
"Chattopadhyay, Eshan",M,0,1
"Alman, Josh",M,0,1
"Mori, Ryuhei",M,NA,NA
"Witmer, David",M,NA,NA
"Barak, Boaz",M,0,2
"Kothari, Pravesh",M,0,2
"Steurer, David",M,1,7
"Peikert, Chris",M,0,2
"Dughmi, Shaddin",M,0,3
"Hartline, Jason",M,0,3
"Niazadeh, Rad",M,0,3
"Krishnaswamy, Ravishankar",M,0,3
"Kumar, Amit",M,0,3
"Nazarov, Fedor",M,0,1
"Canetti, Ran",M,1,1
"Poburinnaya, Oxana",F,0,2
"Venkitasubramaniam, Muthuramakrishnan",M,1,1
"Forbes, Michael A.",M,0,2
"Shpilka, Amir",M,0,2
"Volk, Ben Lee",M,0,2
"Brakerski, Zvika",M,1,1
"Holmgren, Justin",M,1,1
"Kalai, Yael Tauman",F,0,2
"Shahrasbi, Amirbehshad",M,0,1
"Durfee, David",M,0,4
"Oliveira, Igor Carboni",M,0,1
"Santhanam, Rahul",M,0,1
"Curticapean, Radu",M,0,2
"Dell, Holger",M,0,2
"Marx, D´Aniel",M,0,2
"Crane, Matt",M,0,4
"Culpepper, J. Shane",M,1,8
"Lin, Jimmy",M,2,5
"Mackenzie, Joel",M,0,4
"Trotman, Andrew",M,0,4
"Yu, Haitao",M,0,6
"Jatowt, Adam",M,1,7
"Blanco, Roi",M,2,16
"Joho, Hideo",M,1,8
"Jose, Joemon",M,0,6
"Yuan, Fajie",M,0,6
"Liao, Kewen",M,0,3
"Moffat, Alistair",M,1,6
"Petri, Matthias",M,0,3
"Wirth, Anthony",M,0,3
"Bennett, Paul",M,0,3
"Chickering, David M.",M,0,3
"Meek, Christopher",M,0,3
"Vinayakarao, Venkatesh",M,3,1
"Purandare, Rahul",M,3,1
"Jain, Shuktika",F,2,2
"Jain, Saumya",F,2,2
"Benetka, Jan R.",M,0,2
"Balog, Krisztian",M,1,4
"Norvag, Kjetil",M,0,2
"Li, Yandi",NA,0,2
"Barbieri, Nicola",M,NA,NA
"Quercia, Daniele",M,NA,NA
"Rappaz, Jeremie",M,1,2
"Vladarean, Maria-Luiza",F,0,3
"Catasta, Michele",M,1,2
"Wei, Honghao",M,0,6
"Zhang, Fuzheng",M,0,8
"Yuan, Nicholas Jing",M,0,9
"Cao, Chuan",M,0,6
"Fu, Hao",M,0,8
"Xie, Xing",M,0,16
"Cacheda, Fidel",M,0,2
"Ren, Xiang",M,0,3
"Lv, Yuanhua",M,0,5
"Wang, Kuansan",M,0,3
"Han, Jiawei",M,NA,NA
"Wang, Pengwei",NA,0,3
"Zhang, Yong",M,NA,NA
"Jin, Lianwen",M,NA,NA
"Zhao, Sendong",M,1,3
"Wang, Quan",M,1,3
"Massung, Sean",M,1,3
"Bressan, Marco",M,0,4
"Leucci, Stefano",M,0,4
"Panconesi, Alessandro",M,0,4
"Shin, Kijung",M,NA,NA
"Hooi, Bryan",M,NA,NA
"Kim, Jisu",NA,0,3
"Faloutsos, Christos",M,NA,NA
"Mei, Qiaozhu",M,0,2
"Jiang, Lu",M,0,5
"Cao, Liangliang",M,0,5
"Farfade, Sachin",M,0,5
"Hauptmann, Alex",M,0,5
"Wang, Tao",M,1,2
"Brede, Markus",M,1,2
"Ianni, Antonella",F,0,3
"Mentzakis, Emmanouil",M,1,2
"Kotsogiannis, Ios",M,1,1
"Zheleva, Elena",F,0,2
"Machanavajjhala, Ashwin",M,1,1
"Babbar, Rohit",M,0,1
"Schoelkopf, Bernhard",M,0,1
"Ensan, Faezeh",F,0,1
"Bagheri, Ebrahim",M,1,0
"Luo, Cheng",M,2,5
"Liu, Yiqun",M,NA,NA
"Sakai, Tetsuya",M,2,5
"Zhou, Ke",M,NA,NA
"Ma, Shaoping",M,NA,NA
"Xu, Linchuan",M,NA,NA
"Wei, Xiaokai",NA,1,2
"Cao, Jiannong",F,NA,NA
"Tsurel, David",M,1,2
"Pelleg, Dan",M,1,2
"Guy, Ido",M,1,2
"Shahaf, Dafna",F,0,6
"Cheng, Gong",M,NA,NA
"Jin, Cheng",M,NA,NA
"Ding, Wentao",M,NA,NA
"Xu, Danyun",NA,0,4
"Qu, Yuzhong",M,NA,NA
"Lavee, Gal",M,1,5
"Elazar, Shay Ben",M,1,5
"Berezin, Hilik",M,1,5
"Zaccai, Tal",F,0,6
"Wei, Xingjie",F,0,1
"Aiello, Luca Maria",M,1,6
"Cai, Rongjie",M,0,3
"Kooti, Farshad",M,2,7
"Grbovic, Mihajlo",M,1,5
"Bax, Eric",M,1,3
"Lerman, Kristina",F,2,13
"Zheng, Lei",M,0,2
"Noroozi, Vahid",M,0,2
"Huang, Xiao",M,0,5
"Hu, Xia",M,0,7
"Bendersky, Michael",M,1,5
"Wang, Xuanhui",F,0,3
"Metzler, Donald",M,1,2
"Najork, Marc",M,1,6
"Li, Liangda",NA,0,6
"Deng, Hongbo",M,NA,NA
"Kharitonov, Eugene",M,0,2
"Drutsa, Alexey",M,0,2
"Akbari, Mohammad",M,0,1
"Pappu, Aasish",M,1,3
"Mehdad, Yashar",M,1,3
"Stent, Amanda",F,0,4
"Thadani, Kapil",M,1,3
"Zhu, Junxing",M,0,4
"Saleem, Muhammad Aamir",M,0,2
"Kumar, Rohit",M,0,2
"Calders, Toon",M,0,2
"Zhang, Haifeng",M,NA,NA
"Rong, Yifei",NA,1,4
"Ren, Kan",M,NA,NA
"Li, Wenxin",F,NA,NA
"Feng, Zhenni",F,0,2
"Zhu, Yanmin",M,1,1
"Cao, Jian",M,1,1
"He, Yuan",M,0,2
"Wang, Cheng",M,0,2
"Jiang, Changjun",M,0,2
"Setty, Vinay",M,0,3
"Anand, Abhijit",M,0,3
"Mishra, Arunav",M,0,3
"Anand, Avishek",M,0,3
"Benson, Austin",M,0,2
"Paranjape, Ashwin",M,0,2
"Iida, Ryu",M,NA,NA
"Zhang, Yongfeng",M,2,8
"Friedman, Daniel",M,1,2
"Shao, Weixiang",M,1,3
"Cao, Bokai",M,2,4
"Jing, How",M,1,8
"He, Xinran",F,1,0
"Liu, Yan",F,1,0
"Althoff, Tim",M,0,4
"Jindal, Pranav",M,0,2
"Wang, Yulu",F,0,1
"Yuan, Quan",M,NA,NA
"Geng, Xinhe",NA,0,5
"Galarraga, Luis",M,0,3
"Suchanek, Fabian M.",M,0,3
"Amarilli, Antoine",M,0,3
"Razniewski, Simon",M,0,3
"Yeo, Jinyoung",M,0,4
"Kim, Sungchul",M,0,4
"Koh, Eunyee",M,0,4
"Lipka, Nedim",M,0,4
"Rakesh, Vineeth",M,0,3
"Jadhav, Niranjan",M,0,3
"Kotov, Alexander",M,0,3
"Palovics, Robert",M,0,1
"Benczur, Andras A.",M,0,1
"Brauer, Falk",M,0,3
"Cai, Han",M,0,6
"Malialis, Kleanthis",M,0,6
"Guo, Defeng",M,0,6
"Beutel, Alex",M,0,4
"Upadhyay, Utkarsh",M,1,3
"Rabiee, Hamid",M,0,3
"Rodriguez, Manuel Gomez",M,1,3
"Garimella, Venkata Rama Kiran",M,0,3
"Morales, Gianmarco De Francisci",M,0,3
"Mathioudakis, Michael",M,0,3
"Garg, Vijay",M,0,3
"Ravi, Sujith",M,0,3
"Li, Yaliang",M,4,7
"Du, Nan",M,3,4
"Liu, Chaochun",M,3,4
"Fan, Wei",M,3,4
"Gao, Jing",F,5,7
"Sun, Huan",F,2,5
"Zhuang, Fuzhen",M,0,4
"Luo, Dan",M,0,4
"Oh, Jinoh",M,0,4
"Papalexakis, Vagelis",M,0,4
"Yu, Hwanjo",M,0,4
"Liu, Huiwen",F,NA,NA
"Xu, Jiajie",NA,1,3
"Liu, Chengfei",M,NA,NA
"Wang, Shuaiqiang",M,NA,NA
"Rijke, Maarten De",M,NA,NA
"Chen, Guangde",M,0,2
"Chen, Bee-Chung",M,1,6
"Agarwal, Deepak",M,0,2
"Song, Hongya",F,NA,NA
"Omari, Adi",M,1,1
"Shoham, Sharon",F,1,5
"Yahav, Eran",M,1,1
"Chen, Ting",F,1,0
"Sun, Yizhou",F,1,2
"Yu, Wenchao",M,0,2
"Aggarwal, Charu",M,NA,NA
"Romero, Daniel",M,1,1
"Robert, Lionel",M,1,1
"Deng, Alex",M,0,2
"Lu, Jiannan",M,0,2
"Litz, Jonathan",M,0,2
"Joachims, Thorsten",M,0,2
"Schnabel, Tobias",M,0,2
"Chen, Wen-Hao",M,0,4
"Feng, Ming-Han",M,0,4
"Chen, Huijun",F,0,5
"Rao, Yanghui",M,1,4
"Xie, Haoran",M,1,4
"Wang, Fu Lee",M,1,4
"Wong, Tak-Lam",M,1,4
"Chen, Kuan-Ting",M,0,1
"Chen, Tianlang",M,0,2
"Chen, Yuxiao",M,0,2
"Daud, Ali",M,2,9
"Aljohani, Naif Radi",M,1,8
"Abbasi, Rabeeh Ayaz",M,1,8
"Rafique, Zahid",M,1,5
"Amjad, Tehmina",F,0,6
"Dawood, Hussain",M,2,7
"Alyoubi, Khaled H.",M,1,5
"Ghosh, Shreya",F,0,1
"Ghosh, Soumya K.",M,1,0
"Gillani, Mehreen",F,0,5
"Ilyas, Muhammad U.",M,1,4
"Saleh, Saad",M,1,4
"Alowibdi, Jalal S.",M,2,11
"Aljohani, Naif",M,1,4
"Alotaibi, Fahad S.",M,1,4
"Jin, Peiquan",M,NA,NA
"Mu, Lin",F,NA,NA
"Zheng, Lizhou",F,NA,NA
"Zhao, Jie",NA,3,1
"Yue, Lihua",F,NA,NA
"Li, Huadong",M,1,3
"Wang, Yafang",F,NA,NA
"Tu, Changhe",M,1,3
"Nezhad, Hamid R. Motahari",M,0,2
"Gunaratna, Kalpa",M,0,2
"Cappi, Juan",M,0,2
"Nguyen, Thin",M,NA,NA
"Nguyen, Duc Thanh",M,NA,NA
"Larsen, Mark E.",M,NA,NA
"O'dea, Bridianne",NA,2,5
"Yearwood, John",M,NA,NA
"Christensen, Helen",F,NA,NA
"Rodrigues, Phillipe",M,NA,NA
"Silva, Ismael Santana",M,NA,NA
"Barbosa, Glivia Angelica Rodigues",NA,NA,NA
"Coutinho, Flavio Roberto Dos Santos",NA,NA,NA
"Mourao, Fernando",M,NA,NA
"Ruan, Shanshan",F,0,4
"Mehmood, Rashid",M,1,3
"Shen, Chien-Wen",M,NA,NA
"Ho, Jung-Tsung",M,NA,NA
"Kuo, Ting-Chang",F,NA,NA
"Luong, Thai Ha",NA,1,2
"Wang, Pinghui",F,1,4
"Sun, Feiyang",M,2,3
"Tao, Jing",F,1,4
"Guan, Xiaohong",M,2,3
"Bifet, Albert",M,2,3
"Zhang, Xi",M,NA,NA
"Jiang, Shan",M,NA,NA
"Cheng, Yihang",NA,0,2
"Zhao, Shenglin",M,0,3
"Zhao, Tong",M,0,3
"Kumar, Chandan",M,0,3
"Menges, Raphael",M,0,3
"Muller, Daniel",M,0,3
"Staab, Steffen",M,0,3
"Malmi, Eric",M,0,2
"Rasa, Marko",M,0,2
"Dietze, Stefan",M,NA,NA
"Taibi, Davide",M,NA,NA
"Yu, Ran",F,NA,NA
"Barker, Phil",M,NA,NA
"D'aquin, Mathieu",NA,1,3
"Huang, Chieh-Yang",M,1,1
"Chen, Mei-Hua",F,0,2
"Ku, Lun-Wei",M,1,1
"Xia, Feng",M,NA,NA
"Yang, Qian",F,NA,NA
"De, Gerard",M,1,0
"Wangmelo, Sen",NA,1,3
"Wu, Runze",M,1,3
"Xu, Guandong",M,1,3
"Ng, Wan",F,0,4
"Wang, Xiaochen",F,0,5
"Song, Zhengyang",M,1,4
"Chan, Hou Pong",M,0,1
"Nagrecha, Saurabh",M,0,2
"Dillon, John Z.",M,0,2
"Chawla, Nitesh V.",M,0,4
"Ruiperez-Valiente, Jose A.",M,0,5
"Joksimovic, Srecko",M,0,5
"Kovanovic, Vitomir",M,0,5
"Gasevic, Dragan",M,0,5
"Munoz-Merino, Pedro J.",M,0,5
"Kloos, Carlos Delgado",M,0,5
"Grawemeyer, Beate",F,2,2
"Karoudis, Konstantinos",M,3,1
"Magoulas, George",M,3,1
"Pinto, Marta",F,2,2
"Poulovassilis, Alexandra",F,2,2
"Peng, Jun",M,1,2
"Sergis, Stylianos",M,1,4
"Wang, Minhong",F,0,3
"Sampson, Demetrios",M,1,4
"Thongmak, Mathupayas",F,0,0
"Atif, Yacine",M,0,3
"Mathiason, Gunnar",M,0,3
"Newhouse, C. Paul",M,1,0
"Tarricone, Pina",F,0,1
"Lytras, Miltiadis D.",M,0,5
"Abbas, Farhat",M,0,5
"Beattie, Scott",M,0,1
"Colbran, Stephen",M,0,1
"Freitas, Sara De",F,2,4
"Gibson, David",M,3,3
"Irving, Leah",F,2,4
"Star, Kam",M,3,3
"Charleer, Sven",M,3,3
"Verbert, Katrien",F,2,4
"Kang, Ah Reum",F,0,3
"Blackburn, Jeremy",M,3,5
"Kwak, Haewoon",M,2,4
"Kim, Huy Kang",M,1,2
"Park, Kunwoo",M,1,2
"Cha, Meeyoung",F,2,6
"Shameli, Ali",M,0,3
"Saberi, Amin",M,0,6
"Xue, Su",M,1,3
"Wu, Meng",F,0,4
"Kolen, John",M,1,3
"Aghdaie, Navid",M,1,3
"Zaman, Kazi A.",M,1,3
"Sun, Xiaowen",M,NA,NA
"Shi, Yuliang",M,NA,NA
"Zhao, Lu",NA,1,8
"Yang, Longqi",M,1,3
"Estrin, Deborah",F,0,4
"Zhang, Aston",M,0,4
"Garcia-Pueyo, Lluis",M,0,4
"Wendt, James B.",M,0,4
"Broder, Andrei",M,0,4
"Li, Liangyue",M,1,8
"Yang, Jaewon",M,1,4
"He, Qi",F,0,5
"Zhai, Andrew",M,1,6
"Kislyuk, Dmitry",M,3,10
"Jing, Yushi",M,3,10
"Feng, Michael",M,1,6
"Donahue, Jeff",M,1,6
"Du, Yue Li",F,0,7
"Xu, Pingmei",F,2,1
"Lagun, Dmitry",M,3,0
"Navalpakkam, Vidhya",F,2,1
"Santu, Shubhra Kanti Karmaker",M,NA,NA
"Park, Dae Hoon",M,NA,NA
"Lo, Caroline",F,0,3
"Cheng, Justin",M,1,2
"Leskoveu, Jure",M,1,1
"Subbian, Karthik",M,2,2
"Mason, Winter",M,2,2
"Adamic, Lada",F,1,3
"Yang, Carl",M,1,2
"Zhong, Lin",M,1,2
"Li, Li-Jia",F,0,3
"Jie, Luo",M,1,2
"Djuric, Nemanja",M,1,4
"Radosavljevic, Vladan",M,1,4
"Liu, David C.",M,2,5
"Rogers, Stephanie",F,1,6
"Shiau, Raymond",M,2,5
"Ma, Kevin C.",M,2,5
"Zhong, Zhigang",M,2,5
"Liu, Jenny",F,1,6
"Rosenfeld, Nir",M,0,2
"Yom-Tov, Elad",M,1,2
"Abhishek, Vineet",M,0,1
"Chen, Albert C.",M,1,0
"Fu, Xin",F,0,1
"Mehrotra, Rishabh",M,2,7
"Anderson, Ashton",M,2,3
"Diaz, Fernando",M,2,3
"Sharma, Amit",M,2,3
"Wallach, Hanna",F,1,4
"Noti, Gali",F,0,9
"Curino, Carlo",M,1,8
"Ganapathy, Nar",M,1,8
"Menache, Ishai",M,1,8
"Reingold, Omer",M,1,11
"Timnat, Erez",M,1,8
"Dasgupta, Anirban",M,0,2
"Sarlos, Tamas",M,0,2
"Bortnikov, Edward",M,0,2
"Carmel, David",M,0,2
"Golan-Gueta, Guy",M,0,2
"Liu, Xueqing",F,0,3
"Gungor, Onur",M,1,2
"Aharon, Michal",M,0,2
"Kagian, Amit",M,0,2
"Somekh, Oren",M,0,2
"Juan, Yuchin",M,0,2
"Lefortier, Damien",M,0,2
"Chapelle, Olivier",M,0,2
"Ling, Xiaoliang",M,NA,NA
"Deng, Weiwei",M,NA,NA
"Gu, Chen",M,NA,NA
"Zhou, Hucheng",M,NA,NA
"Li, Cui",F,NA,NA
"Sun, Feng",NA,1,4
"Bron, Marc",M,2,5
"Redi, Miriam",F,1,4
"Lalmas, Mounia",F,1,8
"Silvestri, Fabrizio",M,2,5
"Evans, Huw",M,2,3
"Chute, Mahlon",M,2,3
"Fang, Xiu Susie",F,0,0
"Hube, Christoph",M,0,0
"Huang, Qiangjuan",NA,0,0
"Yadav, Deepika",F,0,0
"Popat, Kashyap",M,0,3
"Jin, Hongshan",M,0,0
"Zhang, Wen",M,NA,NA
"Cresci, Stefano",M,NA,NA
"Pietro, Roberto Di",M,1,3
"Petrocchi, Marinella",F,0,4
"Spognardi, Angelo",M,1,3
"Tesconi, Maurizio",M,1,3
