name,gs_email,gender,country,sector,npubs,hindex,hindex5y,i10index,i10index5y,citedby,s2npubs
"Werner, Sam",,M,UK,EDU,,,,,,,3
"Werner, Sebastian",@ucdavis.edu,M,UK,EDU,6,3,3,1,1,25,57
"West, Robert",@epfl.ch,M,CH,EDU,23,12,12,15,14,709,
"Westin, Patrik",,M,,,,,,,,,12
"Wetherall, David",@uw.edu,M,US,EDU,258,72,52,139,109,27139,
"Wetzel, Susanne",,F,,,,,,,,,
"Weyns, Danny",@kuleuven.be,M,BE,EDU,355,36,28,101,64,6218,
"Whatmough, Paul",@seas.harvard.edu,M,US,EDU,40,6,6,5,5,236,
"Wheeler, Noel",,M,,,,,,,,,
"Whitaker, Andrew",,M,,,,,,,,,28
"White, Ryen",@microsoft.com,M,,COM,313,49,44,146,126,9000,
"Whitlock, Sam",@epfl.ch,M,CH,EDU,10,3,3,3,3,140,7
"Wibowo, Bagus",@ncsu.edu,M,US,EDU,2,0,0,0,0,0,3
"Wicky, Tobias",,M,CH,EDU,,,,,,,2
"Widmer, Joerg",@imdea.org,M,ES,EDU,235,42,31,90,63,14409,185
"Wieder, Udi",@vmware.com,M,,COM,47,22,18,27,24,2292,43
"Wienke, Sandra",,F,,,,,,,,,
"Wiens, Jenna",@umich.edu,F,US,EDU,31,8,8,7,7,198,33
"Wierman, Adam",@caltech.edu,M,US,EDU,92,33,28,61,57,4161,159
"Wies, René",,M,,,,,,,,,
"Wies, Thomas",@cs.nyu.edu,M,US,EDU,65,22,17,32,29,1308,72
"Wijayasiri, Adeesha",@cse.mrt.ac.lk,M,US,EDU,1,0,0,0,0,0,3
"Wijesekera, Primal",@berkeley.edu,M,CA,EDU,10,2,2,1,1,51,8
"Wijmans, Erik",,M,US,EDU,,,,,,,2
"Wijngaart, Rob F. Van Der",,M,,COM,,,,,,,52
"Wijsen, Jef",@umons.ac.be,M,BE,EDU,97,17,13,32,17,1166,
"Wilcox, Eric",@dri.edu,M,US,EDU,26,13,10,14,10,583,31
"Wilcox, Robert",,M,US,GOV,,,,,,,27
"Wild, Stefan",@mcs.anl.gov,M,US,GOV,103,24,22,36,36,2624,
"Wildani, Avani",@mathcs.emory.edu,F,US,EDU,28,8,8,7,6,243,28
"Wilde, Torsten",,M,,,,,,,,,
"Wilk, Alyssa",,F,,,,,,,,,2
"Wilke, Jeremiah J.",@sandia.gov,M,US,GOV,31,9,8,9,7,700,31
"Wilkerson, Chris",,M,,COM,,,,,,,54
"Wilkes, John",@e-wilkes.com,M,,COM,,,,,,,
"Wilkins-Diehr, Nancy",@sdsc.edu,F,US,EDU,73,13,10,18,12,1330,
"Wilkinson, Kevin",@hpe.com,M,US,COM,62,18,14,24,17,3151,72
"Willenberg, Björn",,M,,,,,,,,,
"Williams, Dan",,M,US,COM,,,,,,,69
"Williams, Hugh",@mbs.edu,M,,COM,144,35,22,77,45,4202,42
"Williams, Ricki",,M,,,,,,,,,
"Williams, Ryan",@mit.edu,M,US,EDU,89,26,21,50,42,3454,
"Williamson, Carey",,M,,,,,,,,,
"Willinger, Walter",@niksun.com,M,,COM,215,69,45,138,94,35616,
"Willke, Theodore L.",,M,,COM,,,,,,,41
"Wilson, Christo",@ccs.neu.edu,M,US,EDU,55,22,22,28,26,3386,57
"Wilson, John",,M,,COM,,,,,,,23
"Wilson, Peter",,M,,,,,,,,,915
"Wilson, Shomir",,M,US,EDU,38,10,9,11,9,285,44
"Wimmer, Christian",@oracle.com,M,US,COM,61,20,18,32,27,1305,90
"Wimmer, Manuel",@big.tuwien.ac.at,M,AT,EDU,413,33,28,97,85,4177,237
"Wingen, Andreas",@fusion.gat.com,M,US,GOV,87,19,15,26,22,1129,4
"Winstein, Keith",@cs.stanford.edu,M,US,EDU,28,12,9,12,8,450,25
"Winter, Philipp",@cs.princeton.edu,M,US,EDU,28,8,8,7,7,293,2
"Wires, Jake",,M,,COM,,,,,,,15
"Wirth, Anthony",@unimelb.edu.au,M,AU,EDU,54,16,12,21,16,1402,
"Wissink, Andrew",,M,US,GOV,,,,,,,33
"Witchel, Emmett",@cs.utexas.edu,M,US,EDU,90,31,24,48,39,5029,86
"Wo, Tianyu",,M,CN,EDU,,,,,,,75
"Woelfel, Philipp",@ucalgary.ca,M,CA,EDU,71,18,13,38,24,859,77
"Woess, Andreas",,M,US,COM,,,,,,,6
"Wojcik, Marcin",,M,,,27,7,7,5,5,164,27
"Wolczko, Mario",,M,,,,,,,,,
"Wolf, Felix",@cs.tu-darmstadt.de,M,DE,EDU,137,29,20,81,42,3306,210
"Wolf, Matthew",@ornl.gov,M,US,GOV,133,23,17,45,34,1874,109
"Wolfe, Michael",,M,,,,,,,,,
"Wolfe, Noah",@rpi.edu,M,US,EDU,6,2,2,0,0,6,11
"Wolff, Ran",@yahoo-inc.com,M,,COM,48,17,12,20,13,1821,
"Wolffe, Max",,M,,,,,,,,,5
"Wolfheimer, Felix",,M,,,,,,,,,
"Wolfson-Pou, Jordi",,M,US,EDU,,,,,,,3
"Wolinsky, David",@fb.com,M,,COM,65,16,12,21,16,688,
"Wollherr, Stephanie",@geophysik.uni-muenchen.de,F,DE,EDU,13,0,0,0,0,0,1
"Wolski, Rich",,M,US,EDU,,,,,,,135
"Wolter, Frank",@liverpool.ac.uk,M,UK,EDU,296,53,32,141,90,9092,270
"Wolter, Katinka",@fu-berlin.de,F,DE,EDU,147,17,13,37,18,933,107
"Won, Jongho",@purdue.edu,M,US,EDU,10,4,4,4,4,79,43
"Won, Youjip",@hanyang.ac.kr,M,KR,EDU,208,17,13,32,19,1198,138
"Wong, Bernard",,M,CA,EDU,,,,,,,98
"Wong, Daniel",@ece.ucr.edu,M,US,EDU,17,7,7,7,6,275,104
"Wong, David C.",@i2r.a-star.edu.sg,M,,COM,116,15,7,23,6,860,24
"Wong, Raymond",,M,,,,,,,,,
"Wong, Raymond Chi-Wing",@cse.ust.hk,M,HK,EDU,261,32,27,73,63,3489,123
"Wong, Theodore M.",@humanlongevity.com,M,,COM,29,16,13,20,15,1125,
"Wong, Tony",,M,,,,,,,,,74
"Wong, Weng-Keen",,M,,,,,,,,,
"Woo, Seunghoon",@korea.ac.kr,M,KR,EDU,2,1,1,0,0,4,2
"Wood, Benjamin P.",,M,US,EDU,,,,,,,18
"Wood, Chad",,M,US,GOV,,,,,,,3
"Wood, David A.",@cs.wisc.edu,M,US,EDU,274,56,33,113,69,16459,260
"Wood, Frank",,M,,,,,,,,,
"Wood, Paul",@purdue.edu,M,US,EDU,11,3,3,0,0,22,56
"Wood, Timothy",@gwu.edu,M,US,EDU,62,27,26,37,37,5012,118
"Woodage, Joanne",@rhul.ac.uk,F,UK,EDU,4,1,1,0,0,8,4
"Woodring, Jon",@lanl.gov,M,US,GOV,45,15,15,20,19,763,
"Woodruff, David",@us.ibm.com,M,US,COM,195,33,28,71,65,3818,213
"Woodruff, Jonathan",@cam.ac.uk,M,UK,EDU,18,6,6,5,5,175,78
"Woodside, Murray",@sce.carleton.ca,M,CA,EDU,119,35,22,65,39,4206,
"Woodward, Carol",@wdwrd.net,F,US,GOV,97,17,14,25,20,2761,
"Wortmann, Andreas",@se-rwth.de,M,DE,EDU,52,10,10,11,10,313,
"Wright, Andrew",,M,US,EDU,,,,,,,96
"Wright, Matthew",@rit.edu,M,US,EDU,106,21,18,37,33,2636,
"Wright, Mike",,M,,,,,,,,,141
"Wright, Nicholas",@lbl.gov,M,US,GOV,74,20,15,29,22,1562,
"Wright, Steven A.",@warwick.ac.uk,M,UK,EDU,11,4,4,3,3,91,17
"Wrigstad, Tobias",@it.uu.se,M,SE,EDU,65,16,12,21,14,937,53
"Wróblewski, Jan",,M,,,,,,,,,59
"Wu, Baijun",,M,,,8,2,2,0,0,9,7
"Wu, Benjamin",,M,US,EDU,,,,,,,75
"Wu, Bo",@mines.edu,M,US,EDU,23,8,8,6,6,204,55
"Wu, Carole-Jean",@asu.edu,F,US,EDU,35,10,10,10,10,418,36
"Wu, Chase",@njit.edu,M,US,EDU,186,21,17,56,31,2343,148
"Wu, Chenggang",,M,CN,EDU,,,,,,,77
"Wu, Chentao",@cs.sjtu.edu.cn,M,CN,EDU,33,5,5,5,5,162,29
"Wu, Chuan",@cs.hku.hk,F,HK,EDU,137,31,26,62,57,2926,222
"Wu, Daoyuan",@smu.edu.sg,M,SG,EDU,12,4,4,2,2,48,13
"Wu, David J.",@cs.stanford.edu,M,US,EDU,20,10,10,10,10,1292,33
"Wu, Di",,M,CN,EDU,,,,,,,574
"Wu, Dinghao",@psu.edu,M,US,EDU,71,17,15,27,24,1195,68
"Wu, Dingming",@rice.edu,M,US,EDU,5,2,2,1,1,18,11
"Wu, Dongyao",@data61.csiro.au,M,AU,GOV,14,3,3,1,1,26,14
"Wu, Eugen",,M,,,,,,,,,
"Wu, Eugene",@cs.columbia.edu,M,US,EDU,59,19,17,20,19,2995,102
"Wu, Fei1",@mail.hust.edu.cn,F,CN,EDU,55,8,7,5,4,165,46
"Wu, Fei2",@osu.edu,M,US,EDU,18,4,4,1,1,39,44
"Wu, Feng",,M,,COM,,,,,,,1239
"Wu, Han",,,CN,EDU,,,,,,,110
"Wu, Haoyang",,M,CN,EDU,,,,,,,58
"Wu, Hongjia",,M,NL,EDU,,,,,,,6
"Wu, Hongjing",,,,,,,,,,,28
"Wu, Huijun",@cse.unsw.edu.au,M,AU,EDU,2,0,0,0,0,0,62
"Wu, Jan-Jan",@iis.sinica.edu.tw,F,TW,EDU,2824,22,18,42,28,8850,118
"Wu, Jia",@mq.edu.au,M,AU,EDU,85,16,16,19,19,589,
"Wu, Jianping",,M,CN,EDU,,,,,,,483
"Wu, Jie",@temple.edu,M,US,EDU,1034,82,60,387,302,26968,567
"Wu, Jigang",,M,,,496,61,46,294,225,15544,142
"Wu, Jindou",,,CN,EDU,,,,,,,2
"Wu, Jingxin",,M,US,EDU,,,,,,,11
"Wu, Jungie",,M,,,,,,,,,
"Wu, Kai",@ucmerced.edu,M,US,EDU,5,0,0,0,0,0,147
"Wu, Kesheng",@lbl.gov,M,US,GOV,221,40,28,78,55,5115,155
"Wu, Kun-Lung",@us.ibm.com,M,US,COM,293,48,32,119,75,8481,151
"Wu, Lang",,M,CN,EDU,,,,,,,91
"Wu, Le",@hfut.edu.cn,F,CN,EDU,20,7,7,5,5,194,44
"Wu, Lingfei",@email.wm.edu,M,US,COM,19,8,6,6,4,143,53
"Wu, Lisa",,F,,,,,,,,,
"Wu, Liwei",,M,US,EDU,,,,,,,32
"Wu, Ming",@microsoft.com,F,,COM,32,13,13,17,15,1386,317
"Wu, Panruo",@cs.ucr.edu,M,US,EDU,18,5,5,3,3,79,30
"Wu, Peng",,F,,,,,,,,,
"Wu, Qiang",,M,,,,,,,,,
"Wu, Shujiang",,,,,,,,,,,3
"Wu, Shunxiang",,M,,,,,,,,,50
"Wu, Song",@hust.edu.cn,M,CN,EDU,2113,23,20,83,61,5636,304
"Wu, Suzhen",@xmu.edu.cn,F,CN,EDU,29,10,10,12,12,397,34
"Wu, Tzuhsien",,F,TW,EDU,,,,,,,4
"Wu, Wei",,M,,,,,,,,,1472
"Wu, Wei",@microsoft.com,M,,COM,24,7,7,5,5,154,
"Wu, Weigang",@mail.sysu.edu.cn,M,CN,EDU,2760,24,23,203,138,7071,86
"Wu, Weijie",@huawei.com,M,,COM,36,9,9,8,8,294,61
"Wu, Wenfei",@tsinghua.edu.cn,M,CN,EDU,17,10,10,10,10,1014,34
"Wu, Wentao",@microsoft.com,M,,COM,32,11,11,12,12,754,
"Wu, Xi",@cs.wisc.edu,M,,COM,14,8,8,7,7,282,102
"Wu, Xindong",@louisiana.edu,M,US,EDU,519,52,42,201,157,16912,527
"Wu, Xingbo",@mavs.uta.edu,M,US,EDU,5,2,2,1,1,37,15
"Wu, Xingfu",,M,US,EDU,214,25,19,62,42,2855,56
"Wu, Xintao",@uark.edu,M,US,EDU,114,26,19,44,34,1847,166
"Wu, Yang",@cis.upenn.edu,M,US,EDU,6,3,3,2,2,36,462
"Wu, Yanjun",@iscas.ac.cn,M,CN,EDU,106,12,9,17,9,561,89
"Wu, Yifan",@berkeley.edu,F,US,EDU,3,1,1,1,1,11,99
"Wu, Yinghui",@eecs.wsu.edu,M,US,EDU,36,14,14,18,18,924,72
"Wu, Yingjun",,M,,,,,,,,,27
"Wu, Yingying",,F,US,EDU,,,,,,,99
"Wu, Yongwei",@tsinghua.edu.cn,M,CN,EDU,187,19,15,44,28,1222,123
"Wu, Youfeng",,M,,COM,,,,,,,78
"Wu, Yuduo",@ucdavis.edu,M,US,EDU,6,4,4,3,3,84,5
"Wu, Yuexin",,M,US,EDU,,,,,,,26
"Wu, Yuming",,F,,,,,,,,,38
"Wu, Zhenyu",@nec-labs.com,M,,COM,36,12,12,13,13,1062,
"Wu, Zhijing",,F,,COM,,,,,,,11
"Wubs, Fred",,M,,,,,,,,,
"Wuerthinger, Thomas",@oracle.com,M,US,COM,45,14,12,21,17,650,37
"Wuerthwein, Frank",,M,,,,,,,,,
"Wuertz, Rolf",@rub.de,M,DE,EDU,137,20,15,36,20,4155,
"Wyk, Eric Van",,M,,,,,,,,,76
"Wójcik, Marcin",@cs.bris.ac.uk,M,UK,EDU,27,7,7,5,5,165,27
"Xagawa, Keita",@lab.ntt.co.jp,M,JP,COM,32,9,9,9,8,432,36
"Xi, Sam Likun",@fas.harvard.edu,M,US,EDU,7,4,4,1,1,47,8
"Xi, Zaifa",,M,,,,,,,,,2
"Xia, Cathy",,F,,,109,21,14,41,25,1555,
"Xia, Congying",,F,US,EDU,,,,,,,3
"Xia, Fei",@ict.ac.cn,M,CN,EDU,8,2,2,1,1,19,262
"Xia, Long",,M,CN,EDU,,,,,,,22
"Xia, Luning",,M,CN,EDU,,,,,,,18
"Xia, Ning",@u.northwestern.edu,M,US,EDU,6,2,2,2,2,113,162
"Xia, Ye",,M,US,EDU,,,,,,,72
"Xia, Yiting",@rice.edu,F,US,EDU,14,3,3,1,1,61,13
"Xia, Yubin",@sjtu.edu.cn,M,CN,EDU,39,8,8,7,7,295,27
"Xia, Yuni",,F,,,,,,,,,
"Xian, Ran",,M,,,,,,,,,5
"Xiang, Lingxiang",@intel.com,,,COM,14,7,6,5,4,125,18
"Xiao, Cao",@us.ibm.com,F,US,COM,13,2,2,1,1,35,17
"Xiao, Di",,M,US,EDU,,,,,,,266
"Xiao, He",@tsinghua.edu.cn,M,CN,EDU,130,19,18,27,26,1530,166
"Xiao, Huang",@aisec.fraunhofer.de,M,DE,GOV,11,6,6,5,5,155,19
"Xiao, Jianwei",@berkeley.edu,M,US,EDU,2,1,1,0,0,1,21
"Xiao, Keli",@stonybrook.edu,M,US,EDU,21,5,5,4,4,309,
"Xiao, Lemin",@iai.com,,,COM,7,2,2,0,0,10,9
"Xiao, Limin",,M,CN,EDU,,,,,,,280
"Xiao, Liquan",,,,,,,,,,,28
"Xiao, Nong",@nudt.edu.cn,M,CN,EDU,251,19,13,38,18,1492,265
"Xiao, Shihan",@mails.tsinghua.edu.cn,M,CN,EDU,6,3,3,2,2,41,9
"Xiao, Weijun",@vcu.edu,M,US,EDU,82,11,8,13,7,507,48
"Xiao, Wencong",@nlsde.buaa.edu.cn,M,CN,EDU,1,1,1,1,1,11,5
"Xiao, Xiaokui",@ntu.edu.sg,M,SG,EDU,87,38,34,58,55,5589,119
"Xiao, Yuan",@osu.edu,M,US,EDU,2,2,2,2,2,27,98
"Xiao, Zhujun",,F,US,EDU,,,,,,,7
"Xie, Bing",,F,US,EDU,,,,,,,209
"Xie, Changsheng",,,CN,EDU,,,,,,,274
"Xie, Chao",,M,,,7,3,3,3,3,82,257
"Xie, Chenhao",@fudan.edu.cn,M,US,EDU,14,2,2,0,0,20,7
"Xie, Hong",,M,HK,EDU,,,,,,,206
"Xie, Pengtao",@cs.cmu.edu,M,,COM,26,8,8,8,8,270,43
"Xie, Sihong",@cse.lehigh.edu,M,US,EDU,46,10,10,11,10,802,
"Xie, Tao",@illinois.edu,M,US,EDU,320,56,43,155,134,9221,
"Xie, Wei",@ttu.edu,M,US,EDU,10,2,2,0,0,10,456
"Xie, Wenlei",@linkedin.com,M,,COM,14,10,10,10,10,876,28
"Xie, Xiaohui",,M,,COM,104,44,36,68,67,20037,142
"Xie, Xiaolong",@pku.edu.cn,M,CN,EDU,6,4,4,3,3,95,25
"Xie, Xinfeng",@umail.ucsb.edu,M,US,EDU,1,0,0,0,0,0,14
"Xie, Xing",@microsoft.com,M,,COM,325,54,48,148,134,14906,329
"Xie, Xiufeng",@umich.edu,M,US,EDU,12,6,6,5,5,260,15
"Xie, Yanwen",,,,,,,,,,,5
"Xie, Yuan",@ece.ucsb.edu,M,US,EDU,502,55,43,187,158,10929,428
"Xin, Hao",,M,HK,EDU,,,,,,,221
"Xing, Eric",@cs.cmu.edu,M,US,EDU,471,64,54,200,183,17703,468
"Xing, Luyi",@indiana.edu,M,US,EDU,13,6,6,5,5,244,13
"Xing, Xinyu",@ist.psu.edu,M,US,EDU,70,11,10,13,11,603,65
"Xiong, Chenyan",@cs.cmu.edu,M,US,EDU,17,6,6,5,4,118,19
"Xiong, Haoyi",@mst.edu,M,US,EDU,44,15,15,17,17,581,41
"Xiong, Hui",@rutgers.edu,M,US,EDU,253,45,42,127,118,7826,610
"Xiong, Jianxin",,M,,,,,,,,,13
"Xiong, Jie",@smu.edu.sg,M,SG,EDU,28,12,12,12,12,668,374
"Xiong, Jin",,F,,,,,,,,,103
"Xiong, Pengcheng",@hortonworks.com,M,,COM,47,16,15,22,22,1088,
"Xiong, Yongqiang",@microsoft.com,M,,COM,62,21,18,32,23,1944,60
"Xirogiannopoulos, Konstantinos",@cs.umd.edu,M,US,EDU,2,1,1,0,0,8,4
"Xu, Chang",@sydney.edu.au,M,AU,EDU,32,13,13,13,13,949,
"Xu, Cheng",,M,,COM,,,,,,,284
"Xu, Cheng-Zhong",@wayne.edu,M,US,EDU,2400,42,32,150,90,8291,70
"Xu, Chenren",@pku.edu.cn,M,CN,EDU,50,14,14,17,17,797,62
"Xu, Cong",@us.ibm.com,M,US,COM,13,6,6,5,5,220,
"Xu, Cong",@hpe.com,M,US,COM,43,16,16,21,21,1507,
"Xu, Dongpeng",@ist.psu.edu,M,US,EDU,7,3,3,1,1,32,7
"Xu, Dongyan",@cs.purdue.edu,M,US,EDU,203,42,29,87,62,7191,213
"Xu, Guoqing Harry",@ics.uci.edu,M,US,EDU,50,21,18,29,27,1103,128
"Xu, Hao",,M,US,EDU,,,,,,,697
"Xu, Helen",,F,US,EDU,,,,,,,29
"Xu, Henry",@cityu.edu.hk,M,HK,EDU,57,18,18,24,24,1275,
"Xu, Hong",@city.edu.hk,M,HK,EDU,65,20,20,28,28,1484,614
"Xu, Hongteng",@gatech.edu,M,US,EDU,31,7,7,4,4,202,35
"Xu, Jiajing",,M,,,,,,,,,
"Xu, Jian",@stonybrook.edu,M,US,EDU,3,1,1,0,0,3,862
"Xu, Jian",@cs.ucsd.edu,M,US,EDU,8,4,4,4,4,198,862
"Xu, Jiang",@ust.hk,M,HK,EDU,129,22,21,45,38,1781,149
"Xu, Jiaqi",@osu.edu,F,US,EDU,3,2,2,0,0,6,60
"Xu, Jingbo",@ed.ac.uk,M,UK,EDU,4,3,3,1,1,19,23
"Xu, Jingmin",,M,CN,COM,,,,,,,249
"Xu, Jingwei",@smail.nju.edu.cn,M,CN,EDU,7,3,3,1,1,75,105
"Xu, Jun",@psu.edu,M,US,EDU,11,3,3,2,2,63,1019
"Xu, Jun",@ict.ac.cn,M,CN,EDU,83,20,16,29,26,2649,133
"Xu, Jun Jim",,M,,,,,,,,,347
"Xu, Kai",,M,CN,EDU,,,,,,,366
"Xu, Lianghong",@andrew.cmu.edu,M,US,EDU,15,7,6,6,6,333,17
"Xu, Meng",,M,,,,,,,,,231
"Xu, Ping",,M,,,,,,,,,237
"Xu, Qiang",@meter10.com,M,,COM,28,13,13,14,14,1482,582
"Xu, Rengan",@dell.com,M,,COM,22,7,7,5,5,153,
"Xu, Roger",@nih.gov,M,,COM,8,5,5,3,3,58,53
"Xu, Rui",,M,US,EDU,,,,,,,853
"Xu, Shengliang",@cs.washington.edu,M,US,EDU,16,7,7,7,7,735,24
"Xu, Shichang",@umich.edu,M,US,EDU,4,1,1,1,1,51,10
"Xu, Shixiong",,M,IE,EDU,,,,,,,20
"Xu, Shizhen",,,,,,,,,,,15
"Xu, Shouhuai",@utsa.edu,M,US,EDU,133,27,23,61,50,3324,
"Xu, Tianyin",@cs.ucsd.edu,M,US,EDU,45,15,14,17,16,532,62
"Xu, Weitao",@uq.edu.au,M,AU,EDU,420,22,19,53,41,2406,38
"Xu, Wen",@gatech.edu,M,US,EDU,3,2,2,1,1,21,456
"Xu, Wenyao",@buffalo.edu,M,US,EDU,123,16,16,33,31,912,130
"Xu, Wenyuan",@zju.edu.cn,F,CN,EDU,91,24,22,30,30,3774,132
"Xu, Xiaofei",,M,,,,,,,,,
"Xu, Xiaojun",@apex.sjtu.edu.cn,M,CN,EDU,5,2,2,0,0,13,299
"Xu, Xiaowei",@ualr.edu,M,US,EDU,174,31,25,53,43,16659,267
"Xu, Xiaoyang",,M,US,EDU,,,,,,,80
"Xu, Xiefeng",,,,,,,,,,,3
"Xu, Xieyang",,F,CN,EDU,,,,,,,2
"Xu, Yinghui",,,,,17,4,3,2,1,56,88
"Xu, Yinlong",,M,CN,EDU,,,,,,,142
"Xu, Yuedong",@fudan.edu.cn,M,CN,EDU,46,12,11,14,12,387,52
"Xu, Zhen",,M,,,,,,,,,219
"Xu, Zhigeng",,M,CN,EDU,,,,,,,2
"Xu, Zichen",,M,CN,EDU,,,,,,,1
"Xuan, Pengfei",@clemson.edu,M,US,EDU,23,7,6,6,5,489,11
"Xue, Chun Jason",,M,,,,,,,,,257
"Xue, Edward",@ed.ac.uk,M,US,EDU,32,5,5,1,1,70,1
"Xue, Guangtao",@sjtu.edu.cn,M,CN,EDU,90,17,14,23,19,1098,64
"Xue, Ji",@email.wm.edu,M,US,EDU,9,3,3,1,1,30,19
"Xue, Jilong",@microsoft.com,M,,COM,16,6,6,3,3,90,15
"Xue, Jingling",@cse.unsw.edu.au,M,AU,EDU,252,26,21,79,54,2983,202
"Xue, Mingdi",,M,SG,EDU,,,,,,,12
"Xue, Shuangbai",,M,CN,EDU,,,,,,,3
"Xue, Wei",@tsinghua.edu.cn,M,CN,EDU,117,16,14,25,19,968,359
"Xue, Xun",,M,,COM,,,,,,,8
"Xue, Yuan",@vanderbilt.edu,F,US,EDU,158,27,23,64,43,3264,323
"Xun, Guangxu",@buffalo.edu,M,US,EDU,11,3,3,0,0,20,18
"Yadav, Kaushal",,M,,,,,,,,,13
"Yadgar, Gala",@cs.technion.ac.il,F,IL,EDU,15,6,6,5,4,209,
"Yadwadkar, Neeraja J.",@eecs.berkeley.edu,F,US,EDU,10,5,5,2,2,107,6
"Yagan, Osman",@andrew.cmu.edu,M,US,EDU,86,18,17,28,27,1053,84
"Yaghmazadeh, Navid",@cs.utexas.edu,M,US,EDU,4,2,2,1,1,37,5
"Yaglikci, Abdullah Giray",@andrew.cmu.edu,M,US,EDU,2,1,1,0,0,3,3
"Yahav, Eran",@cs.technion.ac.il,M,IL,EDU,134,33,26,61,42,3142,110
"Yahyapour, Ramin",@gwdg.de,M,DE,EDU,147,32,21,58,37,3423,118
"Yajurvedi, Amit",,M,,,,,,,,,1
"Yalamanchili, Sudhakar",,M,US,EDU,,,,,,,218
"Yalcin, Gulay",@bsc.es,F,ES,GOV,30,8,8,7,6,279,30
"Yamada, Hiroshi",,M,JP,EDU,,,,,,,489
"Yamada, Makoto",@kuicr.kyoto-u.ac.jp,M,JP,EDU,62,16,15,24,20,897,
"Yamada, Shota",@aist.go.jp,M,JP,GOV,29,10,10,11,10,257,86
"Yamada, Takeshi",@anu.edu.au,M,AU,EDU,21,11,9,13,9,872,
"Yamamoto, Keiji",,M,,,,,,,,,185
"Yamamoto, Shinnosuke",,M,,,,,,,,,1
"Yamauchi, Yukiko",@inf.kyushu-u.ac.jp,F,JP,EDU,86,8,8,6,6,239,
"Yamazaki, Ichitaro",,M,,,,,,,,,
"Yan, Baicheng",,M,,,,,,,,,1
"Yan, Chen",,M,CN,EDU,,,,,,,573
"Yan, Da",@uab.edu,M,US,EDU,42,12,12,15,14,547,40
"Yan, Eddie",,M,,,,,,,,,9
"Yan, Enquan",,,,,,,,,,,1
"Yan, Feng",,M,US,EDU,31,7,7,5,5,131,51
"Yan, Guanhua",@binghamton.edu,M,US,EDU,68,26,22,39,36,1882,
"Yan, Guihai",@ict.ac.cn,M,CN,EDU,33,8,7,7,6,181,34
"Yan, Huan",,,CN,EDU,,,,,,,114
"Yan, Junchi",@cn.ibm.com,M,CN,EDU,114,15,15,18,16,681,84
"Yan, Lok",@westga.edu,M,US,GOV,179,25,17,55,24,3350,4
"Yan, Mengjia",@illinois.edu,F,US,EDU,4,1,1,0,0,2,10
"Yan, Rui",,M,CN,EDU,,,,,,,233
"Yan, Shiqin",@stu.hosei.ac.jp,M,US,EDU,9,3,3,1,1,28,6
"Yan, Xiao",,M,HK,EDU,,,,,,,212
"Yan, Xifan",,,,,,,,,,,1
"Yan, Xifeng",@cs.ucsb.edu,M,US,EDU,328,51,45,111,98,15089,
"Yan, Ying",@microsoft.com,F,,COM,19,12,9,12,8,426,204
"Yan, Yonghong",@oakland.edu,M,US,EDU,42,9,9,9,8,535,150
"Yan, Zi",@cs.rutgers.edu,M,US,EDU,4,1,1,0,0,4,73
"Yanan, Zhi",,,,,,,,,,,10
"Yang, Albert Mingkun",,M,,,,,,,,,4
"Yang, Bo-Yin",@moscito.org,M,TW,EDU,91,30,23,48,39,2403,94
"Yang, Carl",@ucdavis.edu,M,US,EDU,7,4,4,1,1,40,20
"Yang, Chao",,M,CN,EDU,,,,,,,80
"Yang, Chia-Lin",@csie.ntu.edu.tw,F,TW,EDU,187,31,24,64,41,2868,
"Yang, Chun",,M,CN,EDU,,,,,,,542
"Yang, Chunfeng",,M,HK,EDU,,,,,,,28
"Yang, De-Nian",,M,TW,EDU,,,,,,,119
"Yang, Di",,F,,,,,,,,,182
"Yang, Dingqi",@unifr.ch,M,CH,EDU,33,11,11,12,12,460,33
"Yang, Fan",@udel.edu,M,US,EDU,9,5,5,4,4,80,1453
"Yang, Fan",@cse.cuhk.edu.hk,M,HK,EDU,8,5,5,2,2,77,1453
"Yang, Grace Hui",@cs.georgetown.edu,F,US,EDU,78,16,12,25,17,1168,
"Yang, Guangwen",,M,,,,,,,,,184
"Yang, Guolei",@iastate.edu,M,US,EDU,9,3,2,1,1,19,7
"Yang, Hailong",@snnu.edu.cn,M,CN,EDU,75,10,9,11,9,360,77
"Yang, Hao",,M,CN,EDU,,,,,,,590
"Yang, Hongseok",@kaist.ac.kr,M,KR,EDU,96,32,26,49,43,4765,117
"Yang, Hsiu-Wei",,M,TW,EDU,,,,,,,2
"Yang, Hui",,F,,,,,,,,,
"Yang, Ji",,M,,,,,,,,,174
"Yang, Jie",@fsu.edu,M,US,EDU,86,27,25,45,43,2311,108
"Yang, Jingpei",@soe.ucsc.edu,F,,COM,12,5,5,4,4,139,10
"Yang, Jinmin",,M,CN,EDU,,,,,,,3
"Yang, Jun1",,M,,,,,,,,,187
"Yang, Jun2",@dsi.a-star.edu.sg,M,SG,EDU,26,5,5,3,3,243,1448
"Yang, Jun3",@pitt.edu,F,US,EDU,113,34,24,65,51,4199,196
"Yang, Juncheng",@emory.edu,M,US,EDU,10,7,7,5,5,101,15
"Yang, Junfeng",@cs.columbia.edu,M,US,EDU,49,22,21,28,27,2512,151
"Yang, Junrui",,M,US,EDU,,,,,,,18
"Yang, Laurence T",@stfx.ca,M,CA,EDU,3000,45,40,249,208,11218,634
