name,gs_email,gender,country,sector,npubs,hindex,hindex5y,i10index,i10index5y,citedby,s2npubs
"Askarov, Aslan",@cs.au.dk,M,DK,EDU,38,17,15,19,18,1162,31
"Aslam, Javed",@ccs.neu.edu,M,US,EDU,163,37,26,70,50,6048,
"Aslantas, Cansu",,F,US,EDU,,,,,,,3
"Asokan, N.",@aalto.fi,M,FI,EDU,241,43,33,111,89,9684,158
"Asplund, Joshua",,M,US,GOV,,,,,,,14
"Aspnes, James",@cs.yale.edu,M,US,EDU,143,34,23,62,47,6026,151
"Assadi, Sepehr",@seas.upenn.edu,M,US,EDU,14,5,5,2,2,83,25
"Assasa, Hany",@imdea.org,M,ES,EDU,8,2,2,0,0,10,6
"Assent, Ira",@cs.au.dk,F,DK,EDU,107,24,21,40,38,1894,92
"Assouline, Jonathan",@algolux.com,M,,COM,2,2,2,1,1,16,13
"Assuncao, Renato",@dcc.ufmg.br,M,BR,EDU,205,28,23,54,41,4118,
"Asudeh, Abolfazl",@mavs.uta.edu,M,US,EDU,10,3,2,0,0,13,13
"Ataei, Parisa",@oregonstate.edu,F,US,EDU,3,1,1,0,0,6,3
"Atasu, Kubilay",@zurich.ibm.com,M,CH,COM,46,12,11,13,11,1200,39
"Ateniese, Giuseppe",@stevens.edu,M,US,EDU,118,38,31,63,56,13216,97
"Ates, Emre",@bu.edu,M,US,EDU,1,1,1,0,0,3,1
"Athanasopoulos, Elias",@cs.ucy.ac.cy,M,CY,EDU,71,17,15,25,23,1027,62
"Athanassoulis, Manos",@seas.harvard.edu,M,US,EDU,25,11,11,12,12,412,28
"Atif, Jamal",,M,FR,EDU,,,,,,,77
"Atig, Mohamed Faouzi",@it.uu.se,M,SE,EDU,81,17,16,27,26,886,70
"Atreya, Kishore",,M,,COM,,,,,,,4
"Attariyan, Mona",,F,,,,,,,,,
"Attiya, Hagit",@cs.technion.ac.il,F,IL,EDU,164,39,23,85,56,6997,
"Atya, Ahmed O. F.",@cs.ucr.edu,M,US,EDU,19,4,4,1,1,61,16
"Atzmueller, Martin",@uvt.nl,M,NL,EDU,204,29,25,53,43,2003,
"Aublin, Pierre-Louis",,M,,,,,,,,,8
"Auerbach, Joshua",@champlain.edu,M,US,EDU,22,8,8,8,8,256,40
"Auguilera, Marcos K.",@vmware.com,M,,COM,126,36,26,55,43,5932,81
"August, David I.",@princeton.edu,M,US,EDU,158,38,30,81,53,6033,103
"Augusto, Adriano",@ut.ee,M,EE,EDU,5,1,1,1,1,14,5
"Aumage, Olivier",,M,FR,EDU,,,,,,,39
"Aupy, Guillaume",@inria.fr,M,FR,EDU,37,8,7,7,7,216,41
"Aura, Tuomas",@aalto.fi,M,FI,EDU,108,30,17,52,29,4097,83
"Ausavarungnirun, Rachata",@cmu.edu,M,US,EDU,33,12,12,13,13,704,43
"Austin, Brian",,M,US,GOV,,,,,,,207
"Austin, Todd",@umich.edu,M,US,EDU,246,52,32,101,65,20759,135
"Avancha, Sasikanth",,M,,COM,,,,,,,37
"Aved, Alexander",@knights.ucf.edu,M,US,GOV,38,7,7,5,4,247,15
"Avin, Chen",@cse.bgu.ac.il,M,IL,EDU,97,18,15,24,21,1391,76
"Aviv, Adam J.",@usna.edu,M,US,GOV,49,10,9,10,8,712,163
"Avrachenkov, Konstantin",@sophia.inria.fr,M,FR,EDU,290,35,23,89,61,3839,189
"Avritzer, Alberto",@sonatype.com,M,,COM,97,21,14,27,19,1255,
"Awad, Amro",@sandia.gov,M,US,EDU,7,3,3,0,0,15,17
"Awad, Mahmoud",,M,US,EDU,,,,,,,34
"Awadallah, Ahmed Hassan",@microsoft.com,M,,COM,108,20,19,38,32,1524,60
"Awan, Ammar Ahmad",@osu.edu,M,US,EDU,16,3,3,1,1,52,15
"Ayday, Erman",@cs.bilkent.edu.tr,M,TR,EDU,69,15,14,23,22,784,
"Aydin, Hakan",@cs.gmu.edu,M,US,EDU,82,30,26,53,42,4007,200
"Ayesta, Urtzi",@laas.fr,M,FR,EDU,110,18,12,34,23,1185,
"Ayguade, Eduard",@ac.upc.edu,M,ES,EDU,573,45,32,167,87,7760,397
"Aykanat, Cevdet",@cs.bilkent.edu.tr,M,TR,EDU,218,33,22,77,44,3581,173
"Ayodele, Anthony",@faculty.umuc.edu,M,US,EDU,4,1,1,0,0,7,
"Azab, Ahmed M.",@samsung.com,M,,COM,13,8,8,7,7,728,15
"Azad, Ariful",@lbl.gov,M,US,GOV,31,8,8,5,5,395,33
"Azar, Yossi",@tau.ac.il,M,IL,EDU,228,44,24,110,60,7830,195
"Azarmi, Mehdi",@purdue.edu,M,US,EDU,18,5,4,3,3,66,9
"Azimi, Reza",@brown.edu,M,US,EDU,4,2,2,0,0,10,40
"Azimi, Reza",@blanclabs.com,M,,COM,43,15,12,17,13,1323,40
"Azzopardi, Leif",@strath.ac.uk,M,UK,EDU,211,26,22,74,55,3213,196
"Babu, Shivnath",,M,US,EDU,,,,,,,120
"Bach, Stephen",@cs.stanford.edu,M,US,EDU,23,10,10,10,10,453,
"Bacha, Anys",@umich.edu,M,US,EDU,11,4,4,2,2,65,4
"Bachhav, Kishor",,M,,,,,,,,,4
"Backes, Michael",@cs.uni-saarland.de,M,DE,GOV,330,51,31,154,125,7305,38
"Bacon, David F.",@google.com,M,,COM,138,36,22,72,39,6033,
"Bacon, Jean",,F,UK,EDU,,,,,,,240
"Badam, Anirudh",@microsoft.com,M,,COM,34,8,8,7,7,346,22
"Baden, Scott B.",@eng.ucsd.edu,M,US,EDU,162,25,13,55,18,2189,102
"Bader, David A.",@cc.gatech.edu,M,US,EDU,415,48,34,123,92,7037,250
"Bader, Michael",,M,DE,EDU,,,,,,,558
"Badia, Rosa M.",@bsc.es,F,ES,GOV,300,37,28,91,64,5715,
"Badiei, Masoud",@g.harvard.edu,M,US,EDU,14,4,4,2,2,52,4
"Bae, Minho",,M,KR,EDU,,,,,,,7
"Baek, Hyunwook",@cs.utah.edu,M,US,EDU,3,2,2,1,1,19,3
"Baek, Woongki",@unist.ac.kr,M,KR,EDU,32,7,6,6,4,642,53
"Baetke, Frank",,M,,,,,,,,,
"Baeza-Yates, Ricardo",@upf.edu,M,US,EDU,617,72,44,266,163,39500,
"Bagchi, Saurabh",@purdue.edu,M,US,EDU,333,37,30,92,72,5168,235
"Bagdi, Hardik",,M,,,,,,,,,4
"Bagga, Jasmeet",,M,,,,,,,,,2
"Bagnall, Anthony",@uea.ac.uk,M,UK,EDU,94,24,18,42,31,2045,
"Bagnulo, Marcelo",@it.uc3m.es,M,ES,EDU,158,22,17,47,28,3341,
"Bahadori, Mohammad Taha",@gatech.edu,M,US,EDU,22,11,11,13,13,299,
"Bahl, Paramvir",,M,,,,,,,,,140
"Bahl, Victor",@acm.org,M,,COM,347,74,55,185,147,35684,
"Bahsoon, Rami",@cs.bham.ac.uk,M,UK,EDU,165,17,15,36,27,1048,123
"Bai, Gang",,M,,,,,,,,,157
"Bai, Wei",@microsoft.com,M,,COM,17,8,8,7,7,251,67
"Bai, Xiao",,F,,COM,,,,,,,64
"Bai, Xiaolong",@zju.edu.cn,M,CN,EDU,28,6,6,1,1,120,30
"Bai, Youhui",,M,CN,EDU,,,,,,,1
"Bai, Yu",@fullerton.edu,M,US,EDU,22,3,3,1,1,134,403
"Bai, Yunhao",,M,,,,,,,,,5
"Bai, Yuxin",@rochester.edu,F,,COM,11,4,4,2,2,71,12
"Bai, Zilong",@.ucdavis.edu,M,US,EDU,4,2,2,0,0,11,5
"Baier, Christel",@tu-dresden.de,F,DE,EDU,217,39,26,111,65,9312,197
"Baig, Ghufran",@cs.utexas.edu,M,US,EDU,5,1,1,1,1,65,6
"Bailey, James",@unimelb.edu.au,M,AU,EDU,263,29,25,87,59,4217,275
"Bailey, Jeff",,M,,,,,,,,,44
"Bailey, Jonathan",,M,US,EDU,,,,,,,20
"Bailey, Michael",@illinois.edu,M,US,EDU,70,27,24,42,38,3273,485
"Bailey, Peter",@microsoft.com,M,,COM,82,22,16,37,22,2184,284
"Bailis, Peter",@cs.stanford.edu,M,US,EDU,22,16,16,16,16,829,69
"Bajunaid, Noor",,F,US,EDU,,,,,,,2
"Bajwa, Raminder",,M,,,,,,,,,2
"Baker, Allison H.",@ucar.edu,F,US,EDU,43,16,15,19,15,898,
"Baker, Gavin",,M,US,GOV,,,,,,,36
"Baker, Randal S.",,M,,,,,,,,,10
"Baker, Richard",,M,UK,EDU,,,,,,,348
"Baker, Sonia",,F,,,,,,,,,3
"Baker, Tobin",,M,,,,,,,,,1
"Bakshi, Ainesh",,M,US,EDU,,,,,,,6
"Bakst, Alexander",,M,,,,,,,,,8
"Bal, Henri",@cs.vu.nl,M,NL,EDU,430,55,27,167,71,11223,
"Balaji, Pavan",@mcs.anl.gov,M,US,GOV,325,30,26,85,64,3155,215
"Balakrishnan, Hari",@csail.mit.edu,M,US,EDU,,,,,,,306
"Balakrishnan, Mahesh",@yale.edu,M,US,EDU,61,19,16,26,23,1455,46
"Balakrishnan, Ramesh",,M,,,8,3,2,1,0,23,
"Balakrishnan, Vijay",,M,,COM,,,,,,,19
"Balan, Rajesh Krishna",@smu.edu.sg,M,SG,EDU,124,24,20,49,40,2161,105
"Balaprakash, Prasanna",@mcs.anl.gov,M,US,GOV,63,13,12,19,14,871,53
"Balaraman, Ravindran",@cse.iitm.ac.in,M,IN,EDU,163,22,18,40,34,1652,152
"Balasooriya, Janaka",@asu.edu,M,US,EDU,35,7,4,6,2,569,
"Balasubramaniam, Karthikeyan Vasuki",,M,,,,,,,,,14
"Balasubramanian, Abhiram",@cs.utah.edu,M,US,EDU,1,1,1,0,0,3,1
"Balasubramanian, Aruna",@cs.stonybrook.edu,F,US,EDU,37,15,15,21,19,5538,144
"Balasubramanian, Bharath",@princeton.edu,M,US,EDU,21,6,6,3,2,87,
"Balasubramanian, Ezhil R. M.",,M,US,EDU,,,,,,,2
"Balasubramonian, Rajeev",@cs.utah.edu,M,US,EDU,126,36,32,63,51,5568,
"Balazinska, Magdalena",@cs.washington.edu,F,US,EDU,,,,,,,159
"Baldimtsi, Foteini",@gmu.edu,F,,COM,20,8,8,7,5,194,24
"Baldus, Gary",,M,,,,,,,,,1
"Baldwin, Timothy",@unimelb.edu.au,M,AU,EDU,324,41,35,133,92,7318,
"Balkanski, Eric",,M,,,,,,,,,
"Balke, Wolf-Tilo",@ifis.cs.tu-bs.de,M,DE,EDU,218,26,15,60,28,3134,165
"Balkesen, Cagri",@inf.ethz.ch,M,US,COM,19,7,7,7,6,462,10
"Balkind, Jonathan",@princeton.edu,M,US,EDU,5,2,2,1,1,30,6
"Balkwill, Matthew",,M,,COM,,,,,,,1
"Ballani, Hitesh",@microsoft.com,M,,COM,69,21,19,27,24,2766,
"Ballard, Grey",@wfu.edu,M,US,EDU,73,15,15,22,22,904,59
"Balmau, Oana",@epfl.ch,F,CH,EDU,5,2,2,0,0,7,5
"Balog, Krisztian",@uis.no,M,NO,EDU,151,29,25,67,51,3581,148
"Baltrunas, Džiugas",@simula.no,M,NO,GOV,9,3,3,2,2,63,9
"Balzarotti, Davide",@eurecom.fr,M,FR,EDU,96,31,28,52,47,3673,92
"Bandara, Sathya",,F,LK,EDU,,,,,,,1
"Banerjee, Arindam",@cs.umn.edu,M,US,EDU,239,40,33,81,70,12183,309
"Banerjee, Debrup",@odu.edu,M,US,EDU,8,3,3,1,1,24,7
"Banerjee, Dip Sankar",@iiitg.ac.in,M,IN,EDU,13,4,4,3,3,67,13
"Banerjee, Nilanjan",@umbc.edu,M,US,EDU,48,20,15,26,21,1652,
"Banerjee, Subarno",@cse.iitk.ac.in,M,US,EDU,7,2,2,0,0,8,2
"Banerjee, Sujata",@banerjee.net,F,US,COM,195,36,27,86,47,5782,140
"Banerjee, Suman",@cs.wisc.edu,M,US,EDU,207,50,37,105,83,12529,
"Banerjee, Tania",,F,US,EDU,,,,,,,17
"Bangalore, Purushotham",,M,US,EDU,,,,,,,61
"Banicescu, Ioana",@cse.msstate.edu,F,US,EDU,140,16,9,25,8,986,85
"Bansal, Aman",,M,,,,,,,,,7
"Bansal, Nikhil",@tue.nl,M,NL,EDU,239,38,28,99,81,6553,
"Bansal, Sorav",@iitd.ernet.in,M,IN,EDU,56,14,11,20,14,1857,
"Bansal, Tarun",@iiitd.ac.in,M,IN,EDU,1,1,1,0,0,1,
"Bao, Hong",,M,CN,EDU,,,,,,,168
"Bao, Tiffany",@cmu.edu,F,US,EDU,5,1,1,1,1,46,3
"Bao, Yubin",,M,CN,EDU,,,,,,,47
"Bao, Yungang",@ict.ac.cn,M,CN,EDU,40,10,10,11,11,500,45
"Bao, Yungyang",,M,,,,,,,,,
"Bao, Zhifeng",@rmit.edu.au,M,AU,EDU,89,16,15,24,20,1002,
"Bao, Zhuowei",,M,,,,,,,,,
"Baokar, Arjun",@berkeley.edu,M,US,EDU,3,2,2,1,1,45,4
"Bar-Yehuda, Reuven",,M,IL,EDU,,,,,,,71
"Barak, Amnon",,M,,,,,,,,,84
"Barak, Assi",,M,IL,EDU,,,,,,,2
"Barakat, Chadi",@inria.fr,M,FR,EDU,176,32,21,68,36,4456,
"Baralis, Elena",@polito.it,F,IT,EDU,206,26,19,56,35,2834,
"Baranasuriya, Nimantha",@comp.nus.edu.sg,M,SG,EDU,5,3,3,0,0,18,4
"Baraniuk, Richard",@rice.edu,M,US,EDU,836,94,74,325,230,45775,
"Baranowski, Marek S.",,M,,,,,,,,,2
"Barba, Lorena",@gwu.edu,F,US,EDU,71,15,14,20,18,753,
"Barbalace, Antonio",@vt.edu,M,US,EDU,50,11,10,15,11,570,30
"Barber, Ronald",,M,,,,,,,,,22
"Barbieri, Nicola",@yahoo-inc.com,M,,COM,40,11,11,12,12,522,
"Barbosa, Manuel",@dcc.fc.up.pt,M,PT,EDU,56,17,15,29,18,1208,63
"Barcellos, Marinho",@inf.ufrgs.br,M,BR,EDU,186,16,11,29,15,1033,
"Bard, Deborah",,F,US,GOV,,,,,,,5
"Bardhan, Jaydeep",@neu.edu,M,US,EDU,62,17,15,26,23,855,
"Bardin, Sébastien",@cea.fr,M,FR,GOV,55,15,13,19,15,844,50
"Barenboim, Leonid",,M,IL,EDU,,,,,,,26
"Baresi, Luciano",@polimi.it,M,IT,EDU,287,44,29,111,79,7717,
"Barford, Paul",@cs.wisc.edu,M,US,EDU,180,41,31,94,79,10842,
"Barghuthi, Nedaa Al",@hct.ac.ae,F,AE,EDU,21,6,6,6,6,157,3
"Bari, Md Abdullah Shahneous",@stonybrook.edu,M,US,EDU,1,1,1,0,0,1,2
"Baride, Srikant",,M,IN,EDU,,,,,,,3
"Barisic, Ankica",@campus.fct.unl.pt,F,PT,EDU,15,7,7,6,6,127,21
"Barkat, Amine",,M,IT,EDU,,,,,,,6
"Barnes, Richard",,M,,,,,,,,,77
"Barreiros, Willian",,M,BR,EDU,,,,,,,1
"Barrera, David",@polymtl.ca,M,CA,EDU,30,12,11,13,12,890,
"Barrett, Edd",@kcl.ac.uk,M,UK,EDU,7,4,4,3,3,53,8
"Barrett, Jake",,M,,,,,,,,,15
"Barron, Timothy",@cs.stonybrook.edu,M,US,EDU,2,0,0,0,0,0,8
"Barth, Bill",@tacc.utexas.edu,M,US,EDU,38,10,9,12,7,284,19
"Barthe, Gilles",,M,,,,,,,,,229
"Barthels, Claude",@inf.ethz.ch,M,CH,EDU,7,3,3,1,1,31,6
"Barthou, Denis",@labri.fr,M,FR,EDU,114,16,12,25,14,918,72
"Bartlett, Rodney J.",@qtp.ufl.edu,M,US,EDU,766,112,47,499,232,58874,132
"Bartsch, Valeria",,F,DE,GOV,,,,,,,309
"Baru, Chaitanya",,M,,,,,,,,,
"Baruah, Gaurav",@uwaterloo.ca,M,CA,EDU,9,3,3,0,0,23,
"Basat, Ran Ben",,M,IL,EDU,,,,,,,18
"Bashir, Masooda",,F,US,EDU,,,,,,,5
"Basin, David",@inf.ethz.ch,M,CH,EDU,422,50,36,165,102,9917,
"Basin, Dmitry",,M,,,,,,,,,6
"Baskiyar, Sanjeev",@cmft.nhs.uk,M,US,EDU,50,19,18,25,24,2023,
"Bastani, Osbert",@cs.stanford.edu,M,US,EDU,14,5,5,3,2,71,18
"Bastem, Burak",,M,TR,EDU,,,,,,,2
"Bastien, Jean-Francois",,M,,COM,,,,,,,3
"Bastoul, Cédric",@unistra.fr,M,FR,EDU,64,23,20,29,26,2482,43
"Basu, Arkaprava",@amd.com,M,,COM,23,9,9,9,9,2423,20
"Basu, Nilanjana",,F,US,EDU,,,,,,,4
"Bataev, Alexey",,M,US,COM,,,,,,,3
"Bateni, Mohammad Hossein",@cs.princeton.edu,M,US,EDU,43,13,13,15,14,632,39
"Bates, Adam",@illinois.edu,M,US,EDU,22,9,9,8,8,239,
"Bates, Sarah",,F,,,,,,,,,118
"Batista, Gustavo",@icmc.usp.br,M,BR,EDU,137,25,23,45,38,4112,
"Batten, Christopher",@cornell.edu,M,US,EDU,32,16,15,22,19,1738,72
"Batty, Mark",,M,,,36,11,10,11,11,594,
"Bauckhage, Christian",@bit.uni-bonn.de,M,DE,EDU,285,34,29,112,76,6758,
"Baudis, Nikolai",,M,,,,,,,,,2
"Bauer, Lujo",@cmu.edu,M,US,EDU,126,34,27,54,47,3903,128
"Bauer, Michael",,M,,COM,,,,,,,624
"Bauer, Peter",,M,,,,,,,,,
"Bauereiß, Thomas",,M,DE,GOV,,,,,,,10
"Bauman, Spenser",@umail.iu.edu,M,US,EDU,2,2,2,2,2,44,9
"Baumann, Andrew",@microsoft.com,M,,COM,24,16,12,17,12,1660,38
"Bause, Falko",,M,DE,EDU,,,,,,,59
"Baxter, Rohan",@computer.org,M,,,72,23,15,32,19,2624,
"Bayardo, Roberto",,M,,,,,,,,,
"Bayatpour, Mohammadreza",@osu.edu,M,US,EDU,2,1,1,0,0,2,14
"Baytas, Inci",@cse.msu.edu,F,US,EDU,8,2,2,0,0,9,10
"Bazm, Mohammad",,M,,,,,,,,,2
"Bañares, Jose Angel",@unizar.es,M,ES,EDU,97,12,7,21,5,518,
"Beal, Jacob",@bbn.com,M,,COM,203,26,23,65,53,2321,
"Beamer, Scott",@lbl.gov,M,US,GOV,21,10,10,10,10,757,22
"Beard, Jonathan",@arm.com,M,,COM,13,4,4,2,2,49,
"Beard, Stephen R.",,M,US,EDU,,,,,,,11
"Beaumont, Jon",,M,US,EDU,,,,,,,14
"Beaumont, Olivier",@labri.fr,M,FR,EDU,173,24,15,45,23,2434,97
"Becchi, Michela",@ncsu.edu,F,US,EDU,71,21,20,27,27,1968,94
"Beck, Martin",@embl.de,M,DE,EDU,58,29,27,44,42,4440,169
"Becker, Christian",@drbecker.org,M,DE,EDU,234,28,17,56,31,3307,
"Becker, Karin",@inf.ufrgs.br,F,BR,EDU,99,14,10,25,11,664,
"Becker, Steffen",@informatik.uni-stuttgart.de,M,DE,EDU,162,25,20,55,40,2651,
"Beckett, Ryan",,M,US,EDU,,,,,,,12
"Beckingsale, David",@llnl.gov,M,US,GOV,25,5,5,3,3,112,18
"Beckman, Pete",@mcs.anl.gov,M,US,GOV,,,,,,,55
"Beckmann, Brad",,M,,,,,,,,,
"Beckmann, Bradford M.",,M,,COM,,,,,,,31
"Beckmann, Nathan",@cmu.edu,M,US,EDU,46,11,11,11,11,824,32
"Beekman, Jethro G.",,M,,,,,,,,,15
"Begam, Rehana",@utsa.edu,F,US,EDU,6,1,1,0,0,3,6
"Behl, Johannes",,M,DE,EDU,,,,,,,12
"Behrend, Andreas",@cs.uni-bonn.de,M,DE,EDU,64,8,6,4,2,207,91
"Beitman, Bruce",,M,,,,,,,,,2
"Beivide, Ramón",@unican.es,M,ES,EDU,148,22,16,40,25,1666,121
"Bejda, Michał",,M,,,,,,,,,1
"Bekas, Costas",@zurich.ibm.com,M,CH,COM,86,13,11,18,13,666,
"Bel, Oceane",@ucsc.edu,F,US,EDU,1,1,1,0,0,1,6
"Belak, James",,M,,,,,,,,,
"Belding, Elizabeth",@cs.ucsb.edu,F,US,EDU,241,54,38,119,82,48635,
"Belgard, Rich",,M,,,,,,,,,
"Beling, Peter",,M,,,,,,,,,
"Belkin, Nicholas",@rutgers.edu,M,US,EDU,309,50,34,128,73,14863,
"Bellare, Mihir",@eng.ucsd.edu,M,US,EDU,258,95,68,197,171,45847,270
"Bellman, Kirstie",,F,,,,,,,,,
"Bellosa, Frank",@kit.edu,M,US,EDU,70,20,16,30,19,2194,50
"Bellovin, Steven M.",@cs.columbia.edu,M,US,EDU,312,52,31,117,71,15184,195
"Beltran, Vicenç",@bsc.es,M,ES,GOV,59,15,10,18,10,563,39
"Belviranli, Mehmet Esat",@ornl.gov,M,US,GOV,12,5,5,4,3,99,2
"Ben-David, Naama",@cs.cmu.edu,F,US,EDU,6,3,3,0,0,13,10
"Ben-Nun, Tal",@cs.huji.ac.il,M,IL,EDU,16,6,6,3,3,190,14
"Ben-Yehuda, Elad",,M,IL,COM,,,,,,,2
"Ben-Yehuda, Muli",@mulix.org,M,IL,COM,89,24,21,31,29,2612,47
"Ben-Yehuda, Orna Agmon",,F,,,,,,,,,
"Benali, Anouar",@anl.gov,M,US,GOV,20,3,3,2,2,58,8
"Bencomo, Nelly",,F,,,,,,,,,
"Benczur, Andras A.",@sztaki.hu,M,HU,EDU,145,21,16,42,26,1928,
"Bender, Michael A.",@cs.stonybrook.edu,M,US,EDU,180,39,24,76,58,5208,158
"Bendersky, Michael",@google.com,M,,COM,53,17,15,22,20,1205,
"Benedict, Shajulin",@sxcce.edu.in,M,IN,EDU,41,9,7,8,4,220,
"Benedikt, Michael",@cs.ox.ac.uk,M,UK,EDU,183,32,19,75,40,4181,155
"Benhaddou, Driss",@uh.edu,M,US,EDU,100,12,8,16,8,584,60
"Beni, Laleh Aghababaie",@uci.edu,F,US,EDU,6,2,2,0,0,8,7
"Benjamin, Joshua",,M,,,,,,,,,1
"Benkner, Siegfried",@univie.ac.at,M,AT,EDU,293,28,16,64,25,2393,
"Bennett, Janine C.",@sandia.gov,M,US,GOV,93,12,11,15,11,552,
"Bennett, Paul N.",@microsoft.com,M,,COM,122,29,24,46,39,2911,178
"Benoit, Anne",@ens-lyon.fr,F,FR,EDU,204,21,16,48,29,1569,155
"Benoit-Cattin, Hugues",,M,,,,,,,,,54
"Benson, Austin R.",@cs.cornell.edu,M,US,EDU,24,7,7,6,6,234,25
"Benson, Jeremy",,M,,,,,,,,,55
"Benson, Theophilus",@cs.duke.edu,M,US,EDU,54,16,16,16,16,2774,58
"Bent, John",@emc.com,M,,COM,116,17,13,24,17,1256,
"Bentley, Michael",,M,,,,,,,,,64
"Benton, Brad",,M,,COM,,,,,,,15
"Benton, Ryan G.",@southalabama.edu,M,US,EDU,44,6,5,3,0,97,
"Berberich, Klaus",@mpi-inf.mpg.de,M,DE,GOV,83,21,18,33,26,2087,
"Bercea, Gheorghe-Teodor",@ibm.com,M,US,COM,20,7,7,5,5,184,16
"Berenbrink, Petra",,F,DE,EDU,,,,,,,94
"Berendt, Bettina",,F,,,,,,,,,
"Beresford, Alastair",@cam.ac.uk,M,UK,EDU,81,22,16,30,21,3656,72
"Berg-Kirkpatrick, Taylor",@cs.cmu.edu,M,US,EDU,30,11,11,13,13,818,28
"Berger, Alon",@campus.technion.ac.il,M,IL,EDU,1,0,0,0,0,0,4
"Berger, Arthur",,M,US,EDU,,,,,,,62
"Berger, Christian",,M,,,,,,,,,
"Berger, Daniel S.",@cs.uni-kl.de,M,US,EDU,16,3,3,2,2,64,50
"Berger, Emery",@cs.umass.edu,M,US,EDU,82,27,22,37,29,3685,78
"Berger, Marsha J.",,F,US,EDU,,,,,,,42
"Berger, Thorsten",@thorsten-berger.net,M,SE,EDU,67,21,21,32,31,1917,99
"Berger-Wolf, Tanya",@uic.edu,F,US,EDU,130,25,23,45,35,2449,
"Bergman, Aran",@tx.technion.ac.il,M,IL,EDU,19,4,4,2,1,55,11
"Bergman, Keren",@ee.columbia.edu,F,US,EDU,653,55,41,206,143,12524,
"Bergman, Shai",@tx.technion.ac.il,M,IL,EDU,2,1,1,1,1,13,3
"Bergmann, Neil",@itee.uq.edu.au,M,AU,EDU,211,23,12,52,14,1736,134
"Beri, Alec",,M,US,EDU,,,,,,,2
"Beringer, Lennart",,M,,,,,,,,,46
"Berkholz, Christoph",,M,DE,EDU,,,,,,,19
"Berman, Francine",,F,,,,,,,,,
"Berndt, Sebastian",@tcs.uni-luebeck.de,M,DE,EDU,8,2,2,0,0,11,9
"Bernholdt, David E.",,M,,,,,,,,,87
"Bernstein, Alexander",,M,,,,,,,,,
"Bernstein, Gilbert Louis",,M,,,,,,,,,7
"Bernstein, Philip A.",@microsoft.com,M,,COM,252,74,38,171,89,34031,285
"Berrang, Pascal",@cs.uni-saarland.de,M,DE,EDU,17,5,5,1,1,56,9
"Berrendorf, Rudolf",,M,,,,,,,,,22
"Berry, Randall",@eecs.northwestern.edu,M,US,EDU,248,43,32,109,61,8979,
"Bertacco, Valeria",@umich.edu,F,US,EDU,242,31,26,74,55,3683,161
"Bertels, Koen",@tudelft.nl,M,NL,EDU,348,25,20,81,46,3147,258
"Berthold, Michael",,M,,,,,,,,,
"Berti-Equille, Laure",@ird.fr,F,QA,EDU,117,17,13,23,18,1164,67
"Bertino, Elisa",@cs.purdue.edu,F,US,EDU,1418,89,55,501,299,33217,
"Bertolli, Carlo",@us.ibm.com,M,US,COM,65,14,14,20,15,543,45
"Bertossi, Leopoldo",@scs.carleton.ca,M,CA,EDU,187,28,17,52,29,3506,
"Berzins, Martin",@sci.utah.edu,M,US,EDU,263,33,22,88,41,3784,
"Beschastnikh, Ivan",,M,,,,,,,,,
"Besnard, Jean-Baptiste",@paratools.fr,M,,COM,7,2,2,0,0,14,
"Bessani, Alysson",@di.fc.ul.pt,M,PT,EDU,178,23,20,43,33,2350,114
"Besta, Maciej",@inf.ethz.ch,M,CH,EDU,11,4,4,3,3,135,13
"Bestavros, Azer",@bu.edu,M,US,EDU,383,56,32,144,78,17788,
"Betelu, Santiago",,M,,COM,,,,,,,21
"Bethune, Christopher",,M,,,,,,,,,8
"Bethwaite, Blair",,M,,,,,,,,,
"Beurdouche, Benjamin",@ens.fr,M,FR,EDU,6,2,2,2,2,144,5
"Beutel, Alex",@google.com,M,US,EDU,44,14,14,18,18,708,
"Bevan, Pryce",,M,,,,,,,,,2
"Beverly, Robert",@nps.edu,M,US,GOV,64,18,14,28,21,1063,65
"Beyah, Raheem",@ece.gatech.edu,M,US,EDU,183,23,20,52,43,1613,124
"Bezemer, Cor-Paul",@cs.queensu.ca,M,CA,EDU,23,6,6,5,5,421,34
"Beznosov, Konstantin",@ece.ubc.ca,M,CA,EDU,201,35,26,72,52,3435,154
"Bhadra, Sahely",@iitpkd.ac.in,F,IN,EDU,12,7,6,4,4,148,
"Bhaduri, Kanishka",,M,,,52,19,15,26,21,1050,
"Bhagat, Smriti",,F,,,,,,,,,
"Bhagwan, Ranjita",,F,,,56,21,16,25,18,2783,
"Bhalachandra, Sridutt",@cs.unc.edu,M,US,GOV,13,5,5,2,2,64,11
"Bhalerao, Rahul",,M,,,,,,,,,4
"Bhalla, Upinder",@ncbs.res.in,M,IN,EDU,110,34,22,54,41,6652,28
"Bhanawat, Hemant",,M,,,,,,,,,4
"Bharadia, Dinesh",@ucsd.edu,M,US,EDU,35,13,13,14,14,2177,19
"Bhardwaj, Onkar",@akamai.com,M,US,COM,15,4,4,3,2,69,39
"Bhardwaj, Romil",@microsoft.com,M,,COM,2,1,1,1,1,20,4
"Bhargava, Bharat",@purdue.edu,M,US,EDU,673,55,34,194,97,12253,391
"Bhargava, Radhika",,F,,,,,,,,,2
"Bhargavan, Karthikeyan",@inria.fr,M,FR,EDU,128,30,24,50,38,3281,83
