name,gs_email,role,key
"Solihin, Yan",@ncsu.edu,pc,HPCA_17
"Tian, Yingying",@tamu.edu,pc,HPCA_17
"Tiwari, Mohit",@austin.utexas.edu,pc,HPCA_17
"Torrellas, Josep",@illinois.edu,pc,HPCA_17
"Wenisch, Thomas F.",@umich.edu,pc,HPCA_17
"Wentzlaff, David",@princeton.edu,pc,HPCA_17
"Wu, Carole-Jean",@asu.edu,pc,HPCA_17
"Xie, Yuan",@ece.ucsb.edu,pc,HPCA_17
"Zahran, Mohamed",,pc,HPCA_17
"Zhai, Antonia",,pc,HPCA_17
"Zhang, Lixin",@nankai.edu.cn,pc,HPCA_17
"Zhou, Huiyang",@ncsu.edu,pc,HPCA_17
"Jimenez, Daniel A.",@acm.org,session,HPCA_17
"Patt, Yale",,session,HPCA_17
"Wilkerson, Chris",,session,HPCA_17
"Gratz, Paul V.",@tamu.edu,session,HPCA_17
"Lee, Benjamin C.",@duke.edu,session,HPCA_17
"Ferdman, Michael",@cs.stonybrook.edu,session,HPCA_17
"Nagarajan, Vijay",@ed.ac.uk,session,HPCA_17
"Lin, Calvin",@cs.utexas.edu,session,HPCA_17
"Khan, Samira",@virginia.edu,session,HPCA_17
"Pericas, Miquel",@chalmers.se,session,HPCA_17
"Wu, Carole-Jean",@asu.edu,session,HPCA_17
"Jimenez, Daniel A.",@acm.org,session,HPCA_17
"Jain, Akanksha",,session,HPCA_17
"Kaeli, David R.",@ece.neu.edu,session,HPCA_17
"Kim, Nam Sung",@illinois.edu,session,HPCA_17
"Muzahid, Abdullah",@cs.utsa.edu,session,HPCA_17
"Jimenez, Daniel A.",@acm.org,session,HPCA_17
"Song, Mingcong",,author,HPCA_17_001
"Hu, Yang",@utdallas.edu,author,HPCA_17_001
"Chen, Huixiang",,author,HPCA_17_001
"Li, Tao",,author,HPCA_17_001
"Gaur, Jayesh",,author,HPCA_17_002
"Chaudhuri, Mainak",,author,HPCA_17_002
"Ramachandran, Pradeep",,author,HPCA_17_002
"Subramoney, Sreenivas",,author,HPCA_17_002
"Alian, Mohammad",@illinois.edu,author,HPCA_17_003
"Abulila, Ahmed",,author,HPCA_17_003
"Jindal, Lokesh",,author,HPCA_17_003
"Kim, Daehoon",@illinois.edu,author,HPCA_17_003
"Kim, Nam Sung",@illinois.edu,author,HPCA_17_003
"Hao, Yuchen",@cs.ucla.edu,author,HPCA_17_004
"Fang, Zhenman",@cs.ucla.edu,author,HPCA_17_004
"Reinman, Glenn",@cs.ucla.edu,author,HPCA_17_004
"Cong, Jason",@cs.ucla.edu,author,HPCA_17_004
"Beckmann, Nathan",@cmu.edu,author,HPCA_17_005
"Sanchez, Daniel",@csail.mit.edu,author,HPCA_17_005
"Wang, Xiaodong",@cornell.edu,author,HPCA_17_006
"Chen, Shuang1",@cornell.edu,author,HPCA_17_006
"Setter, Jeff",@stanford.edu,author,HPCA_17_006
"Martínez, José F.",@cornell.edu,author,HPCA_17_006
"Sembrant, Andreas",@it.uu.se,author,HPCA_17_007
"Black-Schaffer, David",@it.uu.se,author,HPCA_17_007
"Hagersten, Erik",@it.uu.se,author,HPCA_17_007
"Maeda, Rafael K. V.",,author,HPCA_17_008
"Cai, Qiong",@apple.com,author,HPCA_17_008
"Xu, Jiang",@ust.hk,author,HPCA_17_008
"Wang, Zhe1",@intel.com,author,HPCA_17_008
"Tian, Zhongyuan",,author,HPCA_17_008
"Cherupalli, Hari",@umn.edu,author,HPCA_17_009
"Duwe, Henry",,author,HPCA_17_009
"Ye, Weidong",@illinois.edu,author,HPCA_17_009
"Kumar, Rakesh",@illinois.edu,author,HPCA_17_009
"Sartori, John",@umn.edu,author,HPCA_17_009
"Rao, Karthik",@gatech.edu,author,HPCA_17_010
"Wang1, Jun",@huawei.com,author,HPCA_17_010
"Yalamanchili, Sudhakar",,author,HPCA_17_010
"Wardi, Yorai",,author,HPCA_17_010
"Ye, Handong",,author,HPCA_17_010
"Azimi, Reza",@brown.edu,author,HPCA_17_011
"Badiei, Masoud",@g.harvard.edu,author,HPCA_17_011
"Zhan, Xin",@brown.edu,author,HPCA_17_011
"Li, Na",@seas.harvard.edu,author,HPCA_17_011
"Reda, Sherief",@brown.edu,author,HPCA_17_011
"Camarero, Cristóbal",@unican.es,author,HPCA_17_012
"Martínez, Carmen",@unican.es,author,HPCA_17_012
"Beivide, Ramón",@unican.es,author,HPCA_17_012
"Shukla, Sudhanshu",,author,HPCA_17_013
"Chaudhuri, Mainak",,author,HPCA_17_013
"Lee, Yebin",,author,HPCA_17_014
"Kim, Hyeonggyu",@kaist.ac.kr,author,HPCA_17_014
"Hong, Seokin",@kaist.ac.kr,author,HPCA_17_014
"Kim, Soontae",@kaist.ac.kr,author,HPCA_17_014
"Jian, Xun",@vt.edu,author,HPCA_17_015
"Hanumolu, Pavan Kumar",,author,HPCA_17_015
"Kumar, Rakesh",@illinois.edu,author,HPCA_17_015
"Hassan, Hasan",@inf.ethz.ch,author,HPCA_17_016
"Vijaykumar, Nandita",@cmu.edu,author,HPCA_17_016
"Khan, Samira",@virginia.edu,author,HPCA_17_016
"Ghose, Saugata",@cmu.edu,author,HPCA_17_016
"Chang, Kevin R.",@cmu.edu,author,HPCA_17_016
"Pekhimenko, Gennady",@cs.toronto.edu,author,HPCA_17_016
"Lee, Donghyuk",@nvidia.com,author,HPCA_17_016
"Ergin, Oguz",@etu.edu.tr,author,HPCA_17_016
"Mutlu, Onur",@inf.ethz.ch,author,HPCA_17_016
"Ramrakhyani, Aniruddh",@gatech.edu,author,HPCA_17_017
"Krishna, Tushar",@ece.gatech.edu,author,HPCA_17_017
"Werner, Sebastian",@ucdavis.edu,author,HPCA_17_018
"Navaridas, Javier",,author,HPCA_17_018
"Luján, Mikel",@manchester.ac.uk,author,HPCA_17_018
"Lotfi-Kamran, Pejman",@ipm.ir,author,HPCA_17_019
"Modarressi, Mehdi",@ece.ut.ac.ir,author,HPCA_17_019
"Sarbazi-Azad, Hamid",@sharif.edu,author,HPCA_17_019
"Grani, Paolo",@ucdavis.edu,author,HPCA_17_020
"Akella, Venkatesh",,author,HPCA_17_020
"Proietti, Roberto",@ucdavis.edu,author,HPCA_17_020
"Yoo, S. J. Ben",,author,HPCA_17_020
"Wang, Yao",@cornell.edu,author,HPCA_17_021
"Wu, Benjamin",,author,HPCA_17_021
"Suh, Edward",@csl.cornell.edu,author,HPCA_17_021
"Yitbarek, Salessawi Ferede",@umich.edu,author,HPCA_17_022
"Aga, Misiker Tadesse",@umich.edu,author,HPCA_17_022
"Das, Reetuparna",@umich.edu,author,HPCA_17_022
"Austin, Todd",@umich.edu,author,HPCA_17_022
"Wang, Rujia",@pitt.edu,author,HPCA_17_023
"Zhang, Youtao",@cs.pitt.edu,author,HPCA_17_023
"Yang, Jun3",@pitt.edu,author,HPCA_17_023
"Zhou, Yanqi",@princeton.edu,author,HPCA_17_024
"Wagh, Sameer",,author,HPCA_17_024
"Mittal, Prateek",@princeton.edu,author,HPCA_17_024
"Wentzlaff, David",@princeton.edu,author,HPCA_17_024
"Ryoo, Jee Ho",@oracle.com,author,HPCA_17_025
"Meswani, Mitesh R.",,author,HPCA_17_025
"Prodromou, Andreas",@eng.ucsd.edu,author,HPCA_17_025
"John, Lizy K.",@ece.utexas.edu,author,HPCA_17_025
"Joshi, Arpit",@ed.ac.uk,author,HPCA_17_026
"Nagarajan, Vijay",@ed.ac.uk,author,HPCA_17_026
"Viglas, Stratis",@inf.ed.ac.uk,author,HPCA_17_026
"Cintra, Marcelo",@staffmail.ed.ac.uk,author,HPCA_17_026
"Jin, Yanqin",,author,HPCA_17_027
"Tseng, Hung-Wei",@ncsu.edu,author,HPCA_17_027
"Swanson, Steven",@eng.ucsd.edu,author,HPCA_17_027
"Papakonstantinou, Yannis",@eng.ucsd.edu,author,HPCA_17_027
"Zhang, Mingzhe",@ict.ac.cn,author,HPCA_17_028
"Zhang, Lunkai",@uchicago.edu,author,HPCA_17_028
"Jiang, Lei",@iu.edu,author,HPCA_17_028
"Liu, Zhiyong",@ict.ac.cn,author,HPCA_17_028
"Chong, Fred",@cs.uchicago.edu,author,HPCA_17_028
"Naithani, Ajeya",,author,HPCA_17_029
"Eyerman, Stijn",@intel.com,author,HPCA_17_029
"Eeckhout, Lieven",@ugent.be,author,HPCA_17_029
"Nishtala, Rajiv",@bsc.es,author,HPCA_17_030
"Carpenter, Paul",@bsc.es,author,HPCA_17_030
"Martorell, Xavier",@upc.edu,author,HPCA_17_030
"Petrucci, Vinicius",@ufba.br,author,HPCA_17_030
"Llull, Qiuyun",@duke.edu,author,HPCA_17_031
"Fan, Songchun",@cs.duke.edu,author,HPCA_17_031
"Zahedi, Seyed Majid",@cs.duke.edu,author,HPCA_17_031
"Lee, Benjamin C.",@duke.edu,author,HPCA_17_031
"Prodromou, Andreas",@eng.ucsd.edu,author,HPCA_17_032
"Meswani, Mitesh R.",,author,HPCA_17_032
"Jayasena, Nuwan",,author,HPCA_17_032
"Loh, Gabriel H.",@amd.com,author,HPCA_17_032
"Tullsen, Dean",@eng.ucsd.edu,author,HPCA_17_032
"Imani, Mohsen",@eng.ucsd.edu,author,HPCA_17_033
"Rahimi, Abbas",@eecs.berkeley.edu,author,HPCA_17_033
"Kong, Deqian",@bjtu.edu.cn,author,HPCA_17_033
"Rosing, Tajana S.",@ucsd.edu,author,HPCA_17_033
"Rabaey, Jan M.",@eecs.berkeley.edu,author,HPCA_17_033
"Nai, Lifeng",@gatech.edu,author,HPCA_17_034
"Hadidi, Ramyad",@gatech.edu,author,HPCA_17_034
"Sim, Jaewoong",@intel.com,author,HPCA_17_034
"Kim, Hyojong",@gatech.edu,author,HPCA_17_034
"Kumar, Pranith",@gatech.edu,author,HPCA_17_034
"Kim, Hyesoon",@cc.gatech.edu,author,HPCA_17_034
"Fujiki, Daichi",,author,HPCA_17_035
"Ishii, Kiyo",@md.tsukuba.ac.jp,author,HPCA_17_035
"Fujiwara, Ikki",@nict.go.jp,author,HPCA_17_035
"Matsutani, Hiroki",@arc.ics.keio.ac.jp,author,HPCA_17_035
"Amano, Hideharu",@am.ics.keio.ac.jp,author,HPCA_17_035
"Casanova, Henri",@hawaii.edu,author,HPCA_17_035
"Koibuchi, Michihiro",@nii.ac.jp,author,HPCA_17_035
"Aga, Shaizeen",@umich.edu,author,HPCA_17_036
"Jeloka, Supreet",@umich.edu,author,HPCA_17_036
"Subramaniyan, Arun",@umich.edu,author,HPCA_17_036
"Narayanasamy, Satish",@umich.edu,author,HPCA_17_036
"Blaauw, David",@umich.edu,author,HPCA_17_036
"Das, Reetuparna",@umich.edu,author,HPCA_17_036
"Kumar, Rakesh",@illinois.edu,author,HPCA_17_037
"Huang, Cheng-Chieh",,author,HPCA_17_037
"Grot, Boris",@ed.ac.uk,author,HPCA_17_037
"Nagarajan, Vijay",@ed.ac.uk,author,HPCA_17_037
"Hower, Derek R.",@cs.wisc.edu,author,HPCA_17_038
"Cain, Harold W.",@qti.qualcomm.com,author,HPCA_17_038
"Waldspurger, Carl",@waldspurger.org,author,HPCA_17_038
"Ro, Yuhwan",@snu.ac.kr,author,HPCA_17_039
"Cho, Hyunyoon",@snu.ac.kr,author,HPCA_17_039
"Lee, Eojin",@snu.ac.kr,author,HPCA_17_039
"Jung, Daejin",@daejin.ac.kr,author,HPCA_17_039
"Son, Young Hoon",@nxp.com,author,HPCA_17_039
"Ahn, Jung Ho",@snu.ac.kr,author,HPCA_17_039
"Lee, Jae W.",@snu.ac.kr,author,HPCA_17_039
"Liu, Yutao",@sjtu.edu.cn,author,HPCA_17_040
"Shi, Peitao",,author,HPCA_17_040
"Wang, Xinran",,author,HPCA_17_040
"Chen, Haibo",@sjtu.edu.cn,author,HPCA_17_040
"Zang, Binyu",,author,HPCA_17_040
"Guan, Haibing",,author,HPCA_17_040
"Song, Linghao",@pitt.edu,author,HPCA_17_041
"Qian, Xuehai",@usc.edu,author,HPCA_17_041
"Li, Hai",,author,HPCA_17_041
"Chen, Yiran",@duke.edu,author,HPCA_17_041
"Lu, Wenyan",,author,HPCA_17_042
"Yan, Guihai",@ict.ac.cn,author,HPCA_17_042
"Li, Jiajun",,author,HPCA_17_042
"Gong, Shijun",,author,HPCA_17_042
"Han, Yinhe",,author,HPCA_17_042
"Li, Xiaowei",@ict.ac.cn,author,HPCA_17_042
"Kumar, Snehasish",@sfu.ca,author,HPCA_17_043
"Sumner, Nick",@sfu.ca,author,HPCA_17_043
"Srinivasan, Vijaylakshmi",,author,HPCA_17_043
"Margerm, Steven",,author,HPCA_17_043
"Shriraman, Arrvindh",@cs.sfu.ca,author,HPCA_17_043
"Oliveira, Daniel",@inf.ufrgs.br,author,HPCA_17_044
"Pilla, Laércio",@ufsc.br,author,HPCA_17_044
"Hanzich, Mauricio",@bsc.es,author,HPCA_17_044
"Fratin, Vinícius",,author,HPCA_17_044
"Fernandes, Fernando",,author,HPCA_17_044
"Lunardi, Caio",,author,HPCA_17_044
"Cela, José María",,author,HPCA_17_044
"Navaux, Philippe",@inf.ufrgs.br,author,HPCA_17_044
"Carro, Luigi",@inf.ufrgs.br,author,HPCA_17_044
"Rech, Paolo",@inf.ufrgs.br,author,HPCA_17_044
"Abdel-Majeed, Mohammad",@ju.edu.jo,author,HPCA_17_045
"Jeon, Hyeran",@sjsu.edu,author,HPCA_17_045
"Shafaei, Alireza",@usc.edu,author,HPCA_17_045
"Annavaram, Murali",@usc.edu,author,HPCA_17_045
"Pedram, Massoud",@usc.edu,author,HPCA_17_045
"Liu, Zhenhong",,author,HPCA_17_046
"Gilani, Syed",@amd.com,author,HPCA_17_046
"Annavaram, Murali",@usc.edu,author,HPCA_17_046
"Kim, Nam Sung",@illinois.edu,author,HPCA_17_046
"Majumdar, Abhinandan",@cornell.edu,author,HPCA_17_047
"Piga, Leonardo",@ic.unicamp.br,author,HPCA_17_047
"Paul, Indrani",@amd.com,author,HPCA_17_047
"Greathouse, Joseph L.",@amd.com,author,HPCA_17_047
"Huang, Wei",@amd.com,author,HPCA_17_047
"Ren, Xiaowei",,author,HPCA_17_048
"Lis, Mieszko",@ece.ubc.ca,author,HPCA_17_048
"Xie, Chenhao",@fudan.edu.cn,author,HPCA_17_049
"Song, Shuaiwen Leon",@pnnl.gov,author,HPCA_17_049
"Wang, Jing",,author,HPCA_17_049
"Zhang, Weigong",,author,HPCA_17_049
"Fu, Xin",,author,HPCA_17_049
"Tang, Xulong",@cse.psu.edu,author,HPCA_17_050
"Pattnaik, Ashutosh",@cse.psu.edu,author,HPCA_17_050
"Jiang, Huaipan",,author,HPCA_17_050
"Kayiran, Onur",@amd.com,author,HPCA_17_050
"Jog, Adwait",@cs.wm.edu,author,HPCA_17_050
"Pai, Sreepathi",@cs.rochester.edu,author,HPCA_17_050
"Ibrahim, Mohamed",,author,HPCA_17_050
"Kandemir, Mahmut T.",@cse.psu.edu,author,HPCA_17_050
"Juels, Ari",@cornell.edu,chair,NDSS_17
"Traynor, Patrick",@cise.ufl.edu,chair,NDSS_17
"Amann, Johanna",,pc,NDSS_17
"Antonakakis, Manos",@gatech.edu,pc,NDSS_17
"Ayday, Erman",@cs.bilkent.edu.tr,pc,NDSS_17
"Balzarotti, Davide",@eurecom.fr,pc,NDSS_17
"Barrera, David",@polymtl.ca,pc,NDSS_17
"Bates, Adam",@illinois.edu,pc,NDSS_17
"Bauer, Lujo",@cmu.edu,pc,NDSS_17
"Biryukov, Alex",@uni.lu,pc,NDSS_17
"Butler, Kevin",@ufl.edu,pc,NDSS_17
"Christin, Nicolas",@andrew.cmu.edu,pc,NDSS_17
"Dachman-Soled, Dana",@ece.umd.edu,pc,NDSS_17
"Datta, Anupam",@cmu.edu,pc,NDSS_17
"Cristofaro, Emiliano De",@ucl.ac.uk,pc,NDSS_17
"Dumitras, Tudor",@umiacs.umd.edu,pc,NDSS_17
"Egele, Manuel",@bu.edu,pc,NDSS_17
"Enck, William",@cs.ncsu.edu,pc,NDSS_17
"Evans, David",@cs.virginia.edu,pc,NDSS_17
"Eyal, Ittay",@technion.ac.il,pc,NDSS_17
"Forte, Domenic J.",@ece.ufl.edu,pc,NDSS_17
"Francillon, Aurélien",@eurecom.fr,pc,NDSS_17
"Fredrikson, Matthew",@cs.cmu.edu,pc,NDSS_17
"Gu, Guofei",@cse.tamu.edu,pc,NDSS_17
"Halderman, J. Alex",@eecs.umich.edu,pc,NDSS_17
"Herzberg, Amir",@cs.biu.ac.il,pc,NDSS_17
"Houmansadr, Amir",@cs.umass.edu,pc,NDSS_17
"Jin, Yier",@ece.ufl.edu,pc,NDSS_17
"Jung, Jaeyeon",,pc,NDSS_17
"Kim, Yongdae",@kaist.ac.kr,pc,NDSS_17
"Kirda, Engin",@ccs.neu.edu,pc,NDSS_17
"Koushanfar, Farinaz",@ucsd.edu,pc,NDSS_17
"Küsters, Ralf",,pc,NDSS_17
"Lee, Wenke",@cc.gatech.edu,pc,NDSS_17
"Liang, Zhenkai",@comp.nus.edu.sg,pc,NDSS_17
"Livshits, Ben",@imperial.ac.uk,pc,NDSS_17
"Lu, Long",@cs.stonybrook.edu,pc,NDSS_17
"Martinovic, Ivan",@cs.ox.ac.uk,pc,NDSS_17
"Mccune, Jonathan",@google.com,pc,NDSS_17
"Mcdaniel, Patrick",@cse.psu.edu,pc,NDSS_17
"Meiklejohn, Sarah",@ucl.ac.uk,pc,NDSS_17
"Miller, Andrew",@illinois.edu,pc,NDSS_17
"Mittal, Prateek",@princeton.edu,pc,NDSS_17
"Naveed, Muhammad",@usc.edu,pc,NDSS_17
"Murdoch, Steven",@ucl.ac.uk,pc,NDSS_17
"Myers, Steven",,pc,NDSS_17
"Oprea, Alina",@neu.edu,pc,NDSS_17
"Papamanthou, Charalampos",@umd.edu,pc,NDSS_17
"Peng, Chunyi",@purdue.edu,pc,NDSS_17
"Poepper, Christina",@nyu.edu,pc,NDSS_17
"Popa, Raluca Ada",@berkeley.edu,pc,NDSS_17
"Reiter, Michael",@cs.unc.edu,pc,NDSS_17
"Robertson, William",@ccs.neu.edu,pc,NDSS_17
"Sadeghi, Ahmad-Reza",@trust.cased.de,pc,NDSS_17
"Sekar, Vyas",@andrew.cmu.edu,pc,NDSS_17
"Shelat, Abhi",,pc,NDSS_17
"Shokri, Reza",@comp.nus.edu.sg,pc,NDSS_17
"Shrimpton, Thomas",@ufl.edu,pc,NDSS_17
"Suh, Edward",@csl.cornell.edu,pc,NDSS_17
"Tessaro, Stefano",@cs.ucsb.edu,pc,NDSS_17
"Triandopoulos, Nikos",@cs.bu.edu,pc,NDSS_17
"Venkatakrishnan, Venkat",,pc,NDSS_17
"Wang, Xiaofeng",,pc,NDSS_17
"Xu, Dongyan",@cs.purdue.edu,pc,NDSS_17
"Zhang, Yinqian",@cse.ohio-state.edu,pc,NDSS_17
"Halderman, J. Alex",@eecs.umich.edu,keynote,NDSS_17
"Adams, Trent",,keynote,NDSS_17
"Heninger, Nadia",@cis.upenn.edu,session,NDSS_17
"Caballero, Juan",@imdea.org,session,NDSS_17
"Choffnes, David",@ccs.neu.edu,session,NDSS_17
"Peinado, Marcus",,session,NDSS_17
"Amann, Johanna",,session,NDSS_17
"Traynor, Patrick",@cise.ufl.edu,session,NDSS_17
"Egele, Manuel",@bu.edu,session,NDSS_17
"Heilman, Ethan",@bu.edu,session,NDSS_17
"Bates, Adam",@illinois.edu,session,NDSS_17
"Mittal, Prateek",@princeton.edu,session,NDSS_17
"Herzberg, Amir",@cs.biu.ac.il,session,NDSS_17
"Xu, Dongyan",@cs.purdue.edu,session,NDSS_17
"Robertson, William",@ccs.neu.edu,session,NDSS_17
"Jaeger, Trent",,session,NDSS_17
"Miers, Ian",@jhu.edu,author,NDSS_17_001
"Mohassel, Payman",@visa.com,author,NDSS_17_001
"Aviv, Adam J.",@usna.edu,author,NDSS_17_002
"Choi, Seung Geol",@usna.edu,author,NDSS_17_002
"Mayberry, Travis",@ccs.neu.edu,author,NDSS_17_002
"Roche, Daniel S.",@usna.edu,author,NDSS_17_002
"Heilman, Ethan",@bu.edu,author,NDSS_17_003
"Alshenibr, Leen",,author,NDSS_17_003
"Baldimtsi, Foteini",@gmu.edu,author,NDSS_17_003
"Scafuro, Alessandra",@bu.edu,author,NDSS_17_003
"Goldberg, Sharon",@cs.bu.edu,author,NDSS_17_003
"Ruffing, Tim",@mmci.uni-saarland.de,author,NDSS_17_004
"Moreno-Sanchez, Pedro",@purdue.edu,author,NDSS_17_004
"Kate, Aniket",@purdue.edu,author,NDSS_17_004
"Malavolta, Giulio",,author,NDSS_17_005
"Moreno-Sanchez, Pedro",@purdue.edu,author,NDSS_17_005
"Kate, Aniket",@purdue.edu,author,NDSS_17_005
"Maffei, Matteo",@tuwien.ac.at,author,NDSS_17_005
"Lee, Seungsoo",@kaist.ac.kr,author,NDSS_17_006
"Yoon, Changhoon",@kaist.ac.kr,author,NDSS_17_006
"Lee, Chanhee",,author,NDSS_17_006
"Shin, Seungwon",@kaist.ac.kr,author,NDSS_17_006
"Yegneswaran, Vinod",@csl.sri.com,author,NDSS_17_006
"Porras, Phillip",,author,NDSS_17_006
"Yu, Tianlong",@andrew.cmu.edu,author,NDSS_17_007
"Fayaz, Seyed K.",@cmu.edu,author,NDSS_17_007
"Collins, Michael",@redjack.com,author,NDSS_17_007
"Sekar, Vyas",@andrew.cmu.edu,author,NDSS_17_007
"Seshan, Srinivasan",@cs.cmu.edu,author,NDSS_17_007
"Deng, Juan",,author,NDSS_17_008
"Li, Hongda",@clemson.edu,author,NDSS_17_008
"Hu, Hongxin",@clemson.edu,author,NDSS_17_008
"Wang, Kuang-Ching",@clemson.edu,author,NDSS_17_008
"Ahn, Gail-Joon",@asu.edu,author,NDSS_17_008
"Zhao, Ziming",@asu.edu,author,NDSS_17_008
"Han, Wonkyu",@asu.edu,author,NDSS_17_008
"Shi, Lei",,author,NDSS_17_009
"Wu, Yuming",,author,NDSS_17_009
"Xia, Yubin",@sjtu.edu.cn,author,NDSS_17_009
"Dautenhahn, Nathan",@cis.upenn.edu,author,NDSS_17_009
"Chen, Haibo",@sjtu.edu.cn,author,NDSS_17_009
"Zang, Binyu",,author,NDSS_17_009
"Li, Jinming",,author,NDSS_17_009
"Lauinger, Tobias",,author,NDSS_17_010
"Chaabane, Abdelberi",@inrialpes.fr,author,NDSS_17_010
"Arshad, Sajjad",@ccs.neu.edu,author,NDSS_17_010
"Robertson, William",@ccs.neu.edu,author,NDSS_17_010
"Wilson, Christo",@ccs.neu.edu,author,NDSS_17_010
"Kirda, Engin",@ccs.neu.edu,author,NDSS_17_010
"Vadrevu, Phani",@uga.edu,author,NDSS_17_011
"Liu, Jienan",@cs.uga.edu,author,NDSS_17_011
"Li, Bo",@uga.edu,author,NDSS_17_011
"Rahbarinia, Babak",@aum.edu,author,NDSS_17_011
"Lee, Kyu Hyung",@uga.edu,author,NDSS_17_011
"Perdisci, Roberto",@cs.uga.edu,author,NDSS_17_011
"Cao, Yinzhi",@u.northwestern.edu,author,NDSS_17_012
"Li, Song",@lehigh.edu,author,NDSS_17_012
"Wijmans, Erik",,author,NDSS_17_012
"Yang, Guolei",@iastate.edu,author,NDSS_17_013
"Gong, Neil Zhenqiang",@iastate.edu,author,NDSS_17_013
"Cai, Ying",@iastate.edu,author,NDSS_17_013
"Eberz, Simon",@cs.ox.ac.uk,author,NDSS_17_014
"Paoletti, Nicola",@stonybrook.edu,author,NDSS_17_014
"Roeschlin, Marc",,author,NDSS_17_014
"Patané, Andrea",@cs.ox.ac.uk,author,NDSS_17_014
"Kwiatkowska, Marta",@comlab.ox.ac.uk,author,NDSS_17_014
"Martinovic, Ivan",@cs.ox.ac.uk,author,NDSS_17_014
"Castelluccia, Claude",@inria.fr,author,NDSS_17_015
"Dürmuth, Markus",@rub.de,author,NDSS_17_015
"Golla, Maximilian",@rub.de,author,NDSS_17_015
"Deniz, Fatma",@berkeley.edu,author,NDSS_17_015
"Xu, Weitao",@uq.edu.au,author,NDSS_17_016
"Lan, Guohao",@cse.unsw.edu.au,author,NDSS_17_016
"Lin, Qi",,author,NDSS_17_016
"Khalifa, Sara",@cse.unsw.edu.au,author,NDSS_17_016
"Bergmann, Neil",@itee.uq.edu.au,author,NDSS_17_016
"Hassan, Mahbub",@cse.unsw.edu.au,author,NDSS_17_016
"Hu, Wen",,author,NDSS_17_016
"Kiesel, Johannes",@uni-weimar.de,author,NDSS_17_017
"Stei, Benno",,author,NDSS_17_017
"Lucks, Stefan",,author,NDSS_17_017
"Ye, Guixin",,author,NDSS_17_018
"Tang, Zhanyong",@nwu.edu.cn,author,NDSS_17_018
"Fang, Dingyi",,author,NDSS_17_018
"Chen, Xiaojiang",@nwu.edu.cn,author,NDSS_17_018
"Kim, Kwang In",@bath.ac.uk,author,NDSS_17_018
"Taylor, Ben",@lancaster.ac.uk,author,NDSS_17_018
"Wang1, Zheng",@lancaster.ac.uk,author,NDSS_17_018
"Miramirkhani, Najmeh",@stonybrook.edu,author,NDSS_17_019
"Starov, Oleksii",@cs.stonybrook.edu,author,NDSS_17_019
"Nikiforakis, Nick",@cs.stonybrook.edu,author,NDSS_17_019
"Feng, Yu",@cs.utexas.edu,author,NDSS_17_020
"Bastani, Osbert",@cs.stanford.edu,author,NDSS_17_020
"Martins, Ruben",@cs.utexas.edu,author,NDSS_17_020
"Dillig, Isil",@cs.utexas.edu,author,NDSS_17_020
"Anand, Saswat",@cs.stanford.edu,author,NDSS_17_020
"Mariconti, Enrico",@ucl.ac.uk,author,NDSS_17_021
"Onwuzurike, Lucky",@cs.ucl.ac.uk,author,NDSS_17_021
"Andriotis, Panagiotis",@uwe.ac.uk,author,NDSS_17_021
"Cristofaro, Emiliano De",@ucl.ac.uk,author,NDSS_17_021
"Ross, Gordon",@ucl.ac.uk,author,NDSS_17_021
"Stringhini, Gianluca",@cs.ucl.ac.uk,author,NDSS_17_021
"Leblond, Stevens",@mpi-sws.org,author,NDSS_17_022
"Gilbert, Cedric",,author,NDSS_17_022
"Upadhyay, Utkarsh",@mpi-sws.org,author,NDSS_17_022
"Rodriguez, Manuel Gomez",@mpi-sws.org,author,NDSS_17_022
"Choffnes, David",@ccs.neu.edu,author,NDSS_17_022
"Kwon, Bum Jun",@umd.edu,author,NDSS_17_023
"Srinivas, Virinchi",@cs.umd.edu,author,NDSS_17_023
"Deshpande, Amol",@cs.umd.edu,author,NDSS_17_023
"Dumitras, Tudor",@umiacs.umd.edu,author,NDSS_17_023
"Valenta, Luke",@seas.upenn.edu,author,NDSS_17_024
"Adrian, David",@umich.edu,author,NDSS_17_024
"Sanso, Antonio",@adobe.com,author,NDSS_17_024
"Cohney, Shaanan",@seas.upenn.edu,author,NDSS_17_024
"Fried, Joshua",@cis.upenn.edu,author,NDSS_17_024
"Hastings, Marcella",@cis.upenn.edu,author,NDSS_17_024
"Halderman, J. Alex",@eecs.umich.edu,author,NDSS_17_024
"Heninger, Nadia",@cis.upenn.edu,author,NDSS_17_024
"Dorey, Kristen",,author,NDSS_17_025
"Chang-Fong, Nicholas",,author,NDSS_17_025
"Essex, Aleksander",@uwo.ca,author,NDSS_17_025
"Donenfeld, Jason A.",,author,NDSS_17_026
"Durumeric, Zakir",@cs.stanford.edu,author,NDSS_17_027
"Ma, Zane",@illinois.edu,author,NDSS_17_027
"Springall, Drew",@umich.edu,author,NDSS_17_027
"Barnes, Richard",,author,NDSS_17_027
"Sullivan, Nick",@cloudflare.com,author,NDSS_17_027
"Bursztein, Elie",@google.com,author,NDSS_17_027
"Bailey, Michael",@illinois.edu,author,NDSS_17_027
"Halderman, J. Alex",@eecs.umich.edu,author,NDSS_17_027
"Paxson, Vern",@berkeley.edu,author,NDSS_17_027
"Patra, Arpita",@iisc.ac.in,author,NDSS_17_028
